,Porosity (%)
2234.6,0.7669361127421866
2237,0.8034348061321013
2239.5,0.8382252553545465
2242,0.8676650855820623
2244.4,0.8870219227405486
2246.9,0.9022187506632943
2249.4,0.9134758204668707
2251.8,0.9241147083766947
2254.3,0.9296213136950182
2256.7,0.9325186777254201
2259.2,0.9345713496421378
2261.6,0.9363142806827699
2264.1,0.9385563649626881
2266.5,0.9386965095353069
2269,0.9381319411891909
2271.4,0.9378155018775908
2273.8,0.9387989981969572
2276.3,0.939089088693052
2278.7,0.9383841125626347
2281.1,0.9372157758516309
2283.5,0.935621219899636
2286,0.9346333295962808
2288.4,0.9352414834653594
2290.8,0.9364373558221232
2293.2,0.9359504548720863
2295.6,0.9352044992724322
2298,0.9359814546282261
2300.4,0.9363504664363906
2302.8,0.9366136365652791
2305.2,0.9375403695018774
2307.6,0.9374419362850508
2310,0.9382507706852758
2312.4,0.9388424428490418
2314.8,0.9386228138903938
2317.2,0.9386880389234106
2319.6,0.9380008981682734
2321.9,0.9375886833300375
2324.3,0.9379633681785045
2326.7,0.9370950045645229
2329.1,0.9352195656540174
2331.4,0.9329444898225685
2333.8,0.9302081624162901
2336.2,0.9273213248543
2338.5,0.9237909145243592
2340.9,0.9192997586127502
2343.2,0.914042953623023
2345.6,0.9087395142241222
2347.9,0.9032583424418061
2350.3,0.8967143774276585
Porosity (%),1.0
