model;mean_fit_time;std_fit_time;mean_score_time;std_score_time;param_alpha;param_l1_ratio;param_max_iter;split0_test_score;split1_test_score;split2_test_score;split3_test_score;split4_test_score;split5_test_score;split6_test_score;split7_test_score;split8_test_score;split9_test_score;split10_test_score;split11_test_score;split12_test_score;split13_test_score;split14_test_score;split15_test_score;split16_test_score;split17_test_score;split18_test_score;split19_test_score;split20_test_score;split21_test_score;split22_test_score;split23_test_score;split24_test_score;split25_test_score;split26_test_score;split27_test_score;split28_test_score;split29_test_score;split30_test_score;split31_test_score;split32_test_score;split33_test_score;split34_test_score;split35_test_score;split36_test_score;split37_test_score;split38_test_score;split39_test_score;split40_test_score;split41_test_score;split42_test_score;split43_test_score;split44_test_score;split45_test_score;split46_test_score;split47_test_score;split48_test_score;split49_test_score;split50_test_score;split51_test_score;split52_test_score;split53_test_score;split54_test_score;split55_test_score;split56_test_score;split57_test_score;split58_test_score;split59_test_score;split60_test_score;split61_test_score;split62_test_score;split63_test_score;split64_test_score;split65_test_score;split66_test_score;split67_test_score;split68_test_score;split69_test_score;split70_test_score;split71_test_score;split72_test_score;split73_test_score;split74_test_score;split75_test_score;split76_test_score;split77_test_score;split78_test_score;split79_test_score;split80_test_score;split81_test_score;split82_test_score;split83_test_score;split84_test_score;split85_test_score;split86_test_score;split87_test_score;split88_test_score;split89_test_score;split90_test_score;split91_test_score;split92_test_score;split93_test_score;split94_test_score;split95_test_score;split96_test_score;split97_test_score;split98_test_score;split99_test_score;mean_test_score;std_test_score;rank_test_score
alpha:0.00025_l1_ratio:0.3_max_iter:100;0.0015634775161743164;0.0012986093584138843;0.00046451568603515623;9.897412487582709e-05;0.00025;0.3;100;-45.45892774946498;-32.46504679986689;-118.35560829586457;-587.9303849291047;-246.0503877868967;-6.8106114655125864;-0.36267099696639077;-415.304514644799;-100.92704423570589;-126.14137166135663;-94.14604330712693;-23.826531295654497;-129.99598268697181;-6.8106114655125864;-126.14137166135663;-246.0503877868967;-80.8061189941187;-587.9303849291047;-19.789100110390113;-212.35074449295786;-446.17356077103915;-119.94316484366101;-106.15559526812791;-100.92704423570589;-13.283643121330423;-415.304514644799;-0.36267099696639077;-17.69959571458989;-6.8106114655125864;-212.35074449295786;-49.31144618656606;-77.65467847450246;-90.90147886899967;-6.8106114655125864;-587.9303849291047;-415.304514644799;-246.0503877868967;-13.283643121330423;-126.14137166135663;-0.36267099696639077;-70.1721722034365;-67.17424316842619;-59.88228406576704;-6.8106114655125864;-415.304514644799;-19.789100110390113;-126.14137166135663;-11.77464563931384;-0.36267099696639077;-246.0503877868967;-48.91600834305405;-106.15559526812791;-149.19756143570484;-246.0503877868967;-13.283643121330423;-587.9303849291047;-212.35074449295786;-19.789100110390113;-6.8106114655125864;-17.69959571458989;-214.92022958771878;-134.97353441227875;-313.7329224342603;-212.35074449295786;-19.789100110390113;-17.69959571458989;-100.92704423570589;-0.36267099696639077;-415.304514644799;-13.283643121330423;-77.65467847450246;-393.14654375122865;-62.12514699086334;-100.92704423570589;-13.283643121330423;-246.0503877868967;-0.36267099696639077;-126.14137166135663;-212.35074449295786;-17.69959571458989;-49.35782168556005;-105.2505264107116;-156.45144633099486;-17.69959571458989;-11.77464563931384;-587.9303849291047;-13.283643121330423;-100.92704423570589;-415.304514644799;-0.36267099696639077;-163.14738128277187;-32.46504679986689;-149.19756143570484;-13.283643121330423;-11.77464563931384;-126.14137166135663;-6.8106114655125864;-100.92704423570589;-246.0503877868967;-415.304514644799;-141.08592142156616;158.48264773051775;130
alpha:5e-05_l1_ratio:0.4_max_iter:1000;0.004243655204772949;0.0013898869500202085;0.0006037878990173339;0.0009025517919936737;5e-05;0.4;1000;-45.51769355233266;-33.87336368780463;-121.16241734736599;-575.3820787395523;-250.4278533245085;-5.808166393033215;-0.28427387838033885;-410.2697620891223;-103.88959104417906;-118.67179983672052;-96.19822871761835;-23.694192661204106;-135.30330392159078;-5.808166393033215;-118.67179983672052;-250.4278533245085;-75.01002717771586;-575.3820787395523;-16.650161471545378;-223.54443892575603;-435.0342927707177;-126.13424546211859;-109.57405711679806;-103.88959104417906;-13.090816549403204;-410.2697620891223;-0.28427387838033885;-14.394609940452945;-5.808166393033215;-223.54443892575603;-50.37747294570422;-75.47017836970794;-96.91220295625999;-5.808166393033215;-575.3820787395523;-410.2697620891223;-250.4278533245085;-13.090816549403204;-118.67179983672052;-0.28427387838033885;-71.69611308493295;-69.78346225219944;-60.527419777221816;-5.808166393033215;-410.2697620891223;-16.650161471545378;-118.67179983672052;-10.712958003536427;-0.28427387838033885;-250.4278533245085;-49.898788166271196;-109.57405711679806;-170.83506411854336;-250.4278533245085;-13.090816549403204;-575.3820787395523;-223.54443892575603;-16.650161471545378;-5.808166393033215;-14.394609940452945;-209.94827500090148;-137.2694667887623;-351.6198057475712;-223.54443892575603;-16.650161471545378;-14.394609940452945;-103.88959104417906;-0.28427387838033885;-410.2697620891223;-13.090816549403204;-75.47017836970794;-382.5316224461145;-66.9026941673109;-103.88959104417906;-13.090816549403204;-250.4278533245085;-0.28427387838033885;-118.67179983672052;-223.54443892575603;-14.394609940452945;-45.50749568326812;-106.87635033078327;-158.05802191291954;-14.394609940452945;-10.712958003536427;-575.3820787395523;-13.090816549403204;-103.88959104417906;-410.2697620891223;-0.28427387838033885;-153.62286403321903;-33.87336368780463;-170.83506411854336;-13.090816549403204;-10.712958003536427;-118.67179983672052;-5.808166393033215;-103.88959104417906;-250.4278533245085;-410.2697620891223;-141.0897139234194;156.97928782871182;131
alpha:0.0001_l1_ratio:0.8_max_iter:100000;0.06790478706359863;0.03288541513404216;0.0005311942100524902;0.00012366529459683268;0.0001;0.8;100000;-48.18343302537031;-90.82742033106317;-162.4591085071824;-541.0748309618255;-276.3500913031322;-5.106277531649987e-05;-0.12063009344949688;-267.5229334949856;-184.36479500304063;-60.356358483360225;-145.64646607267983;-0.16234227571105292;-180.17263229190877;-5.106277531649987e-05;-60.356358483360225;-276.3500913031322;-94.43018967559746;-541.0748309618255;-37.942957344437886;-261.4953686032428;-191.4710006749253;-135.28520352964395;-83.70978585043217;-184.36479500304063;-56.21627555599119;-267.5229334949856;-0.12063009344949688;-0.001792819892430094;-5.106277531649987e-05;-261.4953686032428;-87.25317094690291;-12.540605220186446;-102.73919271338482;-5.106277531649987e-05;-541.0748309618255;-267.5229334949856;-276.3500913031322;-56.21627555599119;-60.356358483360225;-0.12063009344949688;-103.94302680701682;-92.36429825440659;-92.79696897116627;-5.106277531649987e-05;-267.5229334949856;-37.942957344437886;-60.356358483360225;-35.46583619425135;-0.12063009344949688;-276.3500913031322;-97.87096633806286;-83.70978585043217;-249.30893742010932;-276.3500913031322;-56.21627555599119;-541.0748309618255;-261.4953686032428;-37.942957344437886;-5.106277531649987e-05;-0.001792819892430094;-210.7507746981712;-143.20682231162777;-217.6643964821294;-261.4953686032428;-37.942957344437886;-0.001792819892430094;-184.36479500304063;-0.12063009344949688;-267.5229334949856;-56.21627555599119;-12.540605220186446;-448.0345552810411;-58.27906140609534;-184.36479500304063;-56.21627555599119;-276.3500913031322;-0.12063009344949688;-60.356358483360225;-261.4953686032428;-0.001792819892430094;-51.71061967097785;-233.65439836697692;-176.37145667771532;-0.001792819892430094;-35.46583619425135;-541.0748309618255;-56.21627555599119;-184.36479500304063;-267.5229334949856;-0.12063009344949688;-221.37179486937205;-90.82742033106317;-249.30893742010932;-56.21627555599119;-35.46583619425135;-60.356358483360225;-5.106277531649987e-05;-184.36479500304063;-276.3500913031322;-267.5229334949856;-141.094214688677;138.52387379926498;132
alpha:0.001_l1_ratio:0_max_iter:100000;0.22408101558685303;0.015329287897825727;0.0005322575569152832;0.0003240775280689482;0.001;0;100000;-58.37832045636646;-59.78058097444297;-115.5601787148827;-690.375943123486;-265.5356398831256;-0.02005644519607333;-3.852673186446446;-220.60555946885185;-187.10418879694973;-76.02779117131024;-144.9020628207448;-1.3359823455683673;-247.05621285459063;-0.02005644519607333;-76.02779117131024;-265.5356398831256;-66.52135493314442;-690.375943123486;-25.207725607654694;-206.17571722384727;-317.2274873980274;-128.35916255110442;-73.94490491351343;-187.10418879694973;-50.713876287474214;-220.60555946885185;-3.852673186446446;-1.5048533152426233;-0.02005644519607333;-206.17571722384727;-96.75202363182193;-7.60664803811942;-84.39681852217204;-0.02005644519607333;-690.375943123486;-220.60555946885185;-265.5356398831256;-50.713876287474214;-76.02779117131024;-3.852673186446446;-123.39875539685221;-99.28837512624374;-139.50406543842;-0.02005644519607333;-220.60555946885185;-25.207725607654694;-76.02779117131024;-17.488357027480777;-3.852673186446446;-265.5356398831256;-112.06367613690543;-73.94490491351343;-202.44516967656335;-265.5356398831256;-50.713876287474214;-690.375943123486;-206.17571722384727;-25.207725607654694;-0.02005644519607333;-1.5048533152426233;-318.64955205350094;-131.75851802636382;-153.5617030187303;-206.17571722384727;-25.207725607654694;-1.5048533152426233;-187.10418879694973;-3.852673186446446;-220.60555946885185;-50.713876287474214;-7.60664803811942;-401.4076219809809;-54.49623990812785;-187.10418879694973;-50.713876287474214;-265.5356398831256;-3.852673186446446;-76.02779117131024;-206.17571722384727;-1.5048533152426233;-39.96787461789481;-196.80300173944428;-175.29102115993456;-1.5048533152426233;-17.488357027480777;-690.375943123486;-50.713876287474214;-187.10418879694973;-220.60555946885185;-3.852673186446446;-212.94153142388905;-59.78058097444297;-202.44516967656335;-50.713876287474214;-17.488357027480777;-76.02779117131024;-0.02005644519607333;-187.10418879694973;-265.5356398831256;-220.60555946885185;-141.14641205994147;158.77686318645485;133
alpha:0.001_l1_ratio:0_max_iter:10000;0.024847471714019777;0.004859491129043523;0.0005007052421569825;0.00013468617266952678;0.001;0;10000;-58.37795073433766;-59.792126098284704;-115.55688076873835;-690.4017646655097;-265.5342212775866;-0.02003461144384924;-3.8565394232227717;-220.60164901743101;-187.10421050988347;-76.08352064517454;-144.9018527972531;-1.3386261696576989;-247.0569495113478;-0.02003461144384924;-76.08352064517454;-265.5342212775866;-66.52025183079294;-690.4017646655097;-25.20801144991474;-206.17395212605499;-317.25754524937764;-128.3572880360915;-74.11132354246713;-187.10421050988347;-50.71395228635017;-220.60164901743101;-3.8565394232227717;-1.5051159064300272;-0.02003461144384924;-206.17395212605499;-96.75203294603614;-7.606410703911808;-84.39621862641357;-0.02003461144384924;-690.4017646655097;-220.60164901743101;-265.5342212775866;-50.71395228635017;-76.08352064517454;-3.8565394232227717;-123.40759911353409;-99.28833886599824;-139.51031722177424;-0.02003461144384924;-220.60164901743101;-25.20801144991474;-76.08352064517454;-17.48755398754582;-3.8565394232227717;-265.5342212775866;-112.06354025776213;-74.11132354246713;-202.5023033483759;-265.5342212775866;-50.71395228635017;-690.4017646655097;-206.17395212605499;-25.20801144991474;-0.02003461144384924;-1.5051159064300272;-318.6629018400764;-131.72823395877876;-153.5637376292231;-206.17395212605499;-25.20801144991474;-1.5051159064300272;-187.10421050988347;-3.8565394232227717;-220.60164901743101;-50.71395228635017;-7.606410703911808;-401.4528812717792;-54.49167880211182;-187.10421050988347;-50.71395228635017;-265.5342212775866;-3.8565394232227717;-76.08352064517454;-206.17395212605499;-1.5051159064300272;-40.00230618622277;-196.80500361171073;-175.28943118509267;-1.5051159064300272;-17.48755398754582;-690.4017646655097;-50.71395228635017;-187.10421050988347;-220.60164901743101;-3.8565394232227717;-212.94562503417745;-59.792126098284704;-202.5023033483759;-50.71395228635017;-17.48755398754582;-76.08352064517454;-0.02003461144384924;-187.10421050988347;-265.5342212775866;-220.60164901743101;-141.15661553529225;158.77945001168519;134
alpha:0.0001_l1_ratio:0.5_max_iter:1000;0.004307758808135986;0.002392413287669408;0.0005742025375366211;0.0010787991803034777;0.0001;0.5;1000;-46.147084319672004;-35.539390824150466;-122.8874019486453;-573.0067822540037;-253.2410996008493;-5.390132226124423;-0.24587645363736424;-406.33705987452606;-109.33660457735904;-120.15055180205468;-99.80071364471841;-21.801737612810864;-140.01393223140644;-5.390132226124423;-120.15055180205468;-253.2410996008493;-75.4525769632391;-573.0067822540037;-13.592662052938714;-225.3804189567026;-416.63976312350223;-126.35226922443236;-111.25506251307507;-109.33660457735904;-14.490301097520678;-406.33705987452606;-0.24587645363736424;-13.413945034680717;-5.390132226124423;-225.3804189567026;-52.85176728773784;-70.25076495535085;-96.66782824612784;-5.390132226124423;-573.0067822540037;-406.33705987452606;-253.2410996008493;-14.490301097520678;-120.15055180205468;-0.24587645363736424;-73.06148327440283;-71.47044681774065;-62.01432186979372;-5.390132226124423;-406.33705987452606;-13.592662052938714;-120.15055180205468;-11.529120558138857;-0.24587645363736424;-253.2410996008493;-53.713511145245455;-111.25506251307507;-173.28707920323038;-253.2410996008493;-14.490301097520678;-573.0067822540037;-225.3804189567026;-13.592662052938714;-5.390132226124423;-13.413945034680717;-210.65261398698314;-137.78288985587787;-346.0126257991885;-225.3804189567026;-13.592662052938714;-13.413945034680717;-109.33660457735904;-0.24587645363736424;-406.33705987452606;-14.490301097520678;-70.25076495535085;-378.8937807046881;-66.64241720827707;-109.33660457735904;-14.490301097520678;-253.2410996008493;-0.24587645363736424;-120.15055180205468;-225.3804189567026;-13.413945034680717;-46.427732401967376;-108.7145882608334;-158.63280659038898;-13.413945034680717;-11.529120558138857;-573.0067822540037;-14.490301097520678;-109.33660457735904;-406.33705987452606;-0.24587645363736424;-143.74977880047544;-35.539390824150466;-173.28707920323038;-14.490301097520678;-11.529120558138857;-120.15055180205468;-5.390132226124423;-109.33660457735904;-253.2410996008493;-406.33705987452606;-141.19866630467962;155.84057562835554;135
alpha:0.00025_l1_ratio:0.5_max_iter:1000;0.001656811237335205;0.00027515265884175727;0.0002999448776245117;4.1769503706093294e-05;0.00025;0.5;1000;-47.08891651690782;-41.94703062411491;-127.17492747607889;-567.3302409632497;-259.9861519223046;-4.132426950928578;-0.12861725886705716;-389.0136354822521;-126.27643346213654;-124.83943586507266;-110.20265769736706;-16.073303317185097;-154.35445346692285;-4.132426950928578;-124.83943586507266;-259.9861519223046;-76.15894806963408;-567.3302409632497;-5.683060767907856;-229.72426717061316;-361.21431993604756;-127.35730768335796;-115.03704061631431;-126.27643346213654;-19.194168510227144;-389.0136354822521;-0.12861725886705716;-10.329932186619192;-4.132426950928578;-229.72426717061316;-60.63832499675314;-55.39318660444256;-95.65789464549958;-4.132426950928578;-567.3302409632497;-389.0136354822521;-259.9861519223046;-19.194168510227144;-124.83943586507266;-0.12861725886705716;-77.68369331391294;-77.10689931319301;-66.81127993224622;-4.132426950928578;-389.0136354822521;-5.683060767907856;-124.83943586507266;-14.146213689950656;-0.12861725886705716;-259.9861519223046;-66.47618365675073;-115.03704061631431;-180.03603075484068;-259.9861519223046;-19.194168510227144;-567.3302409632497;-229.72426717061316;-5.683060767907856;-4.132426950928578;-10.329932186619192;-215.01118818560985;-139.0130412522948;-326.0997904226037;-229.72426717061316;-5.683060767907856;-10.329932186619192;-126.27643346213654;-0.12861725886705716;-389.0136354822521;-19.194168510227144;-55.39318660444256;-366.044105199261;-65.5751743780335;-126.27643346213654;-19.194168510227144;-259.9861519223046;-0.12861725886705716;-124.83943586507266;-229.72426717061316;-10.329932186619192;-48.71345902084107;-115.42843132327769;-160.08871380412052;-10.329932186619192;-14.146213689950656;-567.3302409632497;-19.194168510227144;-126.27643346213654;-389.0136354822521;-0.12861725886705716;-120.74455011078508;-41.94703062411491;-180.03603075484068;-19.194168510227144;-14.146213689950656;-124.83943586507266;-4.132426950928578;-126.27643346213654;-259.9861519223046;-389.0136354822521;-141.21517443497314;152.06809368216398;136
alpha:0.00025_l1_ratio:0.4_max_iter:100;0.0020174360275268554;0.002723964393104896;0.0004985356330871583;0.0003234630855113449;0.00025;0.4;100;-45.48352767023137;-32.387163731449924;-118.46227095222166;-589.0565121091015;-246.2305144596177;-6.853588910081557;-0.36071886213685395;-416.0212183653054;-100.70209311578844;-125.97670448508056;-94.01182598275811;-23.95466685412938;-129.7693529320635;-6.853588910081557;-125.97670448508056;-246.2305144596177;-80.87554684888386;-589.0565121091015;-20.093524212680872;-212.70127485833626;-448.5120868187083;-119.99258731233635;-106.12173621840603;-100.70209311578844;-13.211988917249228;-416.0212183653054;-0.36071886213685395;-17.768344052587366;-6.853588910081557;-212.70127485833626;-49.21961966475244;-78.06210356110071;-90.99816447355869;-6.853588910081557;-589.0565121091015;-416.0212183653054;-246.2305144596177;-13.211988917249228;-125.97670448508056;-0.36071886213685395;-70.16593628216401;-67.11167766766147;-59.86319125166356;-6.853588910081557;-416.0212183653054;-20.093524212680872;-125.97670448508056;-11.75429276964529;-0.36071886213685395;-246.2305144596177;-48.704467804754835;-106.12173621840603;-149.38138879836043;-246.2305144596177;-13.211988917249228;-589.0565121091015;-212.70127485833626;-20.093524212680872;-6.853588910081557;-17.768344052587366;-215.00750432354627;-135.04726810358093;-314.32585273266744;-212.70127485833626;-20.093524212680872;-17.768344052587366;-100.70209311578844;-0.36071886213685395;-416.0212183653054;-13.211988917249228;-78.06210356110071;-394.3124329640962;-62.13083036050543;-100.70209311578844;-13.211988917249228;-246.2305144596177;-0.36071886213685395;-125.97670448508056;-212.70127485833626;-17.768344052587366;-49.315244866258666;-105.30595505231945;-156.58614634900547;-17.768344052587366;-11.75429276964529;-589.0565121091015;-13.211988917249228;-100.70209311578844;-416.0212183653054;-0.36071886213685395;-164.48986110384914;-32.387163731449924;-149.38138879836043;-13.211988917249228;-11.75429276964529;-125.97670448508056;-6.853588910081557;-100.70209311578844;-246.2305144596177;-416.0212183653054;-141.27637425456086;158.81061649676911;137
alpha:5e-05_l1_ratio:0.4_max_iter:10000;0.026723251342773438;0.004081858301405161;0.0005291938781738281;0.0001371004184085678;5e-05;0.4;10000;-47.81989983864331;-57.948542814919165;-135.45864021642907;-584.4825630342468;-266.58473845265723;-2.4054255420376154;-0.0033546567423851635;-334.76274730274827;-154.20279840643144;-128.50636001129868;-116.5751324931782;-8.000900757276849;-181.10241393420665;-2.4054255420376154;-128.50636001129868;-266.58473845265723;-74.20013268109768;-584.4825630342468;-0.00011299585054222447;-234.36834359485783;-289.3261493949173;-129.26454077057014;-120.20765529420574;-154.20279840643144;-27.99023078206055;-334.76274730274827;-0.0033546567423851635;-5.0530087133416846;-2.4054255420376154;-234.36834359485783;-74.10670307962408;-32.02919199603867;-94.61905391236995;-2.4054255420376154;-584.4825630342468;-334.76274730274827;-266.58473845265723;-27.99023078206055;-128.50636001129868;-0.0033546567423851635;-87.569418383318;-88.31961935971684;-75.94473942076823;-2.4054255420376154;-334.76274730274827;-0.00011299585054222447;-128.50636001129868;-18.762416243319127;-0.0033546567423851635;-266.58473845265723;-89.09041139120173;-120.20765529420574;-191.22994494567945;-266.58473845265723;-27.99023078206055;-584.4825630342468;-234.36834359485783;-0.00011299585054222447;-2.4054255420376154;-5.0530087133416846;-235.006407074237;-139.33156496309425;-286.7122381845383;-234.36834359485783;-0.00011299585054222447;-5.0530087133416846;-154.20279840643144;-0.0033546567423851635;-334.76274730274827;-27.99023078206055;-32.02919199603867;-351.98766773660003;-61.77060811845071;-154.20279840643144;-27.99023078206055;-266.58473845265723;-0.0033546567423851635;-128.50636001129868;-234.36834359485783;-5.0530087133416846;-50.77474005610034;-132.39503955591962;-163.71198463918253;-5.0530087133416846;-18.762416243319127;-584.4825630342468;-27.99023078206055;-154.20279840643144;-334.76274730274827;-0.0033546567423851635;-117.586236335211;-57.948542814919165;-191.22994494567945;-27.99023078206055;-18.762416243319127;-128.50636001129868;-2.4054255420376154;-154.20279840643144;-266.58473845265723;-334.76274730274827;-141.2779261748403;147.98379969190452;138
alpha:0.001_l1_ratio:0.8_max_iter:100;0.0013769125938415526;0.0012405724047008764;0.0004138374328613281;8.230457379525663e-05;0.001;0.8;100;-46.60566334677989;-32.43390825643199;-119.02743667901895;-576.1688626900877;-247.91117488562693;-6.255718012525725;-0.4127632655858207;-417.33918815421225;-105.91746100925961;-127.9091854587764;-97.42951390911823;-22.5768974299977;-132.96390603551953;-6.255718012525725;-127.9091854587764;-247.91117488562693;-82.334830210117;-576.1688626900877;-18.16024609125259;-213.87984604470833;-439.0338543534503;-120.0662374648224;-107.91975629785262;-105.91746100925961;-14.503660227332356;-417.33918815421225;-0.4127632655858207;-16.842855119826933;-6.255718012525725;-213.87984604470833;-51.55808283022094;-75.85171231903519;-90.8216560426061;-6.255718012525725;-576.1688626900877;-417.33918815421225;-247.91117488562693;-14.503660227332356;-127.9091854587764;-0.4127632655858207;-71.53672938945328;-67.53970899086053;-61.288282866522785;-6.255718012525725;-417.33918815421225;-18.16024609125259;-127.9091854587764;-12.435850465475426;-0.4127632655858207;-247.91117488562693;-52.27306901859391;-107.91975629785262;-151.31373385409378;-247.91117488562693;-14.503660227332356;-576.1688626900877;-213.87984604470833;-18.16024609125259;-6.255718012525725;-16.842855119826933;-210.05316371538692;-135.65667166840737;-312.2834526732786;-213.87984604470833;-18.16024609125259;-16.842855119826933;-105.91746100925961;-0.4127632655858207;-417.33918815421225;-14.503660227332356;-75.85171231903519;-390.2058037021312;-63.236949942672815;-105.91746100925961;-14.503660227332356;-247.91117488562693;-0.4127632655858207;-127.9091854587764;-213.87984604470833;-16.842855119826933;-50.80964360390148;-107.38318273741818;-156.5632332308739;-16.842855119826933;-12.435850465475426;-576.1688626900877;-14.503660227332356;-105.91746100925961;-417.33918815421225;-0.4127632655858207;-160.67098119046076;-32.43390825643199;-151.31373385409378;-14.503660227332356;-12.435850465475426;-127.9091854587764;-6.255718012525725;-105.91746100925961;-247.91117488562693;-417.33918815421225;-141.2928093814619;156.8611263383113;139
alpha:5e-05_l1_ratio:0.6_max_iter:10000;0.029603004455566406;0.01055943289920864;0.0007786202430725098;0.0012160734554986583;5e-05;0.6;10000;-47.71114694170632;-50.9386350951804;-134.53792712289305;-570.22554816004;-260.7004719519618;-3.083252487874654;-0.023549995967082227;-364.5404546951051;-139.7032183603764;-125.27247842423077;-102.6033584051766;-11.411818840537183;-165.16585263827926;-3.083252487874654;-125.27247842423077;-260.7004719519618;-77.79518440079646;-570.22554816004;-1.0412513933461502;-237.01534771129622;-321.4142321864686;-130.408375900824;-118.61590806153471;-139.7032183603764;-25.467421588991513;-364.5404546951051;-0.023549995967082227;-7.536497751283371;-3.083252487874654;-237.01534771129622;-69.56590643354647;-42.15728561502138;-96.38821102467617;-3.083252487874654;-570.22554816004;-364.5404546951051;-260.7004719519618;-25.467421588991513;-125.27247842423077;-0.023549995967082227;-85.24718660215379;-75.8604512440783;-72.88168757651584;-3.083252487874654;-364.5404546951051;-1.0412513933461502;-125.27247842423077;-17.943099551842725;-0.023549995967082227;-260.7004719519618;-83.59672655625037;-118.61590806153471;-195.15986985779557;-260.7004719519618;-25.467421588991513;-570.22554816004;-237.01534771129622;-1.0412513933461502;-3.083252487874654;-7.536497751283371;-221.4507490452172;-136.8801324905172;-307.3220273169237;-237.01534771129622;-1.0412513933461502;-7.536497751283371;-139.7032183603764;-0.023549995967082227;-364.5404546951051;-25.467421588991513;-42.15728561502138;-362.7845802016231;-63.929797308566;-139.7032183603764;-25.467421588991513;-260.7004719519618;-0.023549995967082227;-125.27247842423077;-237.01534771129622;-7.536497751283371;-50.33554698036362;-126.17594006385762;-161.27971123696958;-7.536497751283371;-17.943099551842725;-570.22554816004;-25.467421588991513;-139.7032183603764;-364.5404546951051;-0.023549995967082227;-114.61838085184338;-50.9386350951804;-195.15986985779557;-25.467421588991513;-17.943099551842725;-125.27247842423077;-3.083252487874654;-139.7032183603764;-260.7004719519618;-364.5404546951051;-141.31549836717804;149.18040563996738;140
alpha:5e-05_l1_ratio:1_max_iter:100000;0.004293715953826905;0.01071710560523163;0.0003286194801330566;6.760402474811435e-05;5e-05;1;100000;-45.188121746677965;-31.6606935758741;-119.18849841907058;-577.6690861646063;-248.8775443178627;-6.33645768257367;-0.3496076359176154;-420.62735934285877;-98.1264936750573;-116.6050567353389;-92.23174231592485;-26.35924503594176;-129.069829637285;-6.33645768257367;-116.6050567353389;-248.8775443178627;-79.15852286892658;-577.6690861646063;-0.6827592793919465;-223.75990661840206;-464.59929059933324;-126.16838666200258;-107.59656624072908;-98.1264936750573;-14.054717410327873;-420.62735934285877;-0.3496076359176154;-15.834854028964733;-6.33645768257367;-223.75990661840206;-47.77887675768237;-68.3047501116262;-97.6374684590574;-6.33645768257367;-577.6690861646063;-420.62735934285877;-248.8775443178627;-14.054717410327873;-116.6050567353389;-0.3496076359176154;-82.95711935867547;-66.98418808907977;-59.04717654453711;-6.33645768257367;-420.62735934285877;-0.6827592793919465;-116.6050567353389;-9.84839443472195;-0.3496076359176154;-248.8775443178627;-45.779406980934304;-107.59656624072908;-169.88610811004463;-248.8775443178627;-14.054717410327873;-577.6690861646063;-223.75990661840206;-0.6827592793919465;-6.33645768257367;-15.834854028964733;-208.0224273621579;-136.83731959574268;-359.55122086544736;-223.75990661840206;-0.6827592793919465;-15.834854028964733;-98.1264936750573;-0.3496076359176154;-420.62735934285877;-14.054717410327873;-68.3047501116262;-389.39374495077567;-68.10687456346619;-98.1264936750573;-14.054717410327873;-248.8775443178627;-0.3496076359176154;-116.6050567353389;-223.75990661840206;-15.834854028964733;-48.07033595183157;-116.90587951889691;-157.48905134031608;-15.834854028964733;-9.84839443472195;-577.6690861646063;-14.054717410327873;-98.1264936750573;-420.62735934285877;-0.3496076359176154;-172.00894429947485;-31.6606935758741;-169.88610811004463;-14.054717410327873;-9.84839443472195;-116.6050567353389;-6.33645768257367;-98.1264936750573;-248.8775443178627;-420.62735934285877;-141.32134469670547;159.8545548118062;141
alpha:5e-05_l1_ratio:0.5_max_iter:1000;0.004443306922912598;0.0014832076584680167;0.0006110692024230958;0.0007696924077002102;5e-05;0.5;1000;-45.575257502355115;-33.52221434945371;-121.06255211781124;-575.3075063703415;-250.59972813681344;-5.876532136200209;-0.295275637750375;-412.455335123082;-103.38989947241362;-118.33947394791149;-95.9097125771286;-24.070544607836332;-134.7102120594031;-5.876532136200209;-118.33947394791149;-250.59972813681344;-75.19988767910999;-575.3075063703415;-17.279737421066606;-223.9104314971449;-439.5625655968203;-126.18521123469198;-109.42307040131578;-103.38989947241362;-12.93493389454296;-412.455335123082;-0.295275637750375;-14.61164933800034;-5.876532136200209;-223.9104314971449;-50.16735289743461;-76.4018135174775;-97.07737829771517;-5.876532136200209;-575.3075063703415;-412.455335123082;-250.59972813681344;-12.93493389454296;-118.33947394791149;-0.295275637750375;-71.6156944845765;-69.48894808271683;-60.41415599532852;-5.876532136200209;-412.455335123082;-17.279737421066606;-118.33947394791149;-10.626720057257238;-0.295275637750375;-250.59972813681344;-49.47529336088512;-109.42307040131578;-171.00811418246693;-250.59972813681344;-12.93493389454296;-575.3075063703415;-223.9104314971449;-17.279737421066606;-5.876532136200209;-14.61164933800034;-209.41666132905706;-137.34495070452095;-352.9202427972906;-223.9104314971449;-17.279737421066606;-14.61164933800034;-103.38989947241362;-0.295275637750375;-412.455335123082;-12.93493389454296;-76.4018135174775;-383.8016902399897;-67.00855724845798;-103.38989947241362;-12.93493389454296;-250.59972813681344;-0.295275637750375;-118.33947394791149;-223.9104314971449;-14.61164933800034;-45.465535761326294;-106.92747868131214;-158.2185785810215;-14.61164933800034;-10.626720057257238;-575.3075063703415;-12.93493389454296;-103.38989947241362;-412.455335123082;-0.295275637750375;-156.34444101681981;-33.52221434945371;-171.00811418246693;-12.93493389454296;-10.626720057257238;-118.33947394791149;-5.876532136200209;-103.38989947241362;-250.59972813681344;-412.455335123082;-141.34329248659182;157.3607470817114;142
