,Porosity (%)
1810.9,0.4973185246175356
1814.4,0.5459023823964034
1817.9,0.5974501868463299
1821.4,0.6435127235208552
1824.9,0.6878816563175443
1828.4,0.7268503970816845
1831.8,0.7599845383849766
1835.3,0.7854683940180032
1838.8,0.8019793787367488
1842.3,0.8120223453619246
1845.8,0.8140176395450776
1849.2,0.8064718573599894
1852.7,0.7896114415648281
1856.2,0.7571334088280296
1859.6,0.7009212672478562
1863.1,0.6334954362157463
1864.8,0.598905429751132
1866.5,0.5647671104514783
1867.7,0.5296290369432474
1870,0.46390536895181606
1881.8,-0.49096697848549237
1883.7,-0.5935107822484056
1884.6,-0.6248077132220613
1887.2,-0.6810911673217955
1887.5,-0.6852292714538049
1890.3,-0.7132045736043169
1890.6,-0.7161582797769391
Porosity (%),1.0
