,Porosity (%)
2244.4,0.8851246877471737
2246.9,0.8979472108295314
2249.4,0.9093759580579919
2251.8,0.9181567153809036
2254.3,0.9226408254978186
2256.7,0.924905291760402
2259.2,0.9260167658371142
2261.6,0.9269009731794708
2264.1,0.9274594054545182
2266.5,0.9262350538010702
2269,0.9250724608604424
2271.4,0.9229948068311619
2273.8,0.9202596658800217
2276.3,0.9165041675071727
2278.7,0.9122054527960319
2281.1,0.9077482710620967
2283.5,0.9030119240562218
2286,0.8997573825474495
2288.4,0.8973207298670582
2290.8,0.8962211765257481
2293.2,0.89617542437396
2295.6,0.8958148603710481
2298,0.8957816301792385
2300.4,0.8948177905264236
2302.8,0.8945173206235677
2305.2,0.8957976169690477
2307.6,0.8958081326810317
2310,0.8963916113118802
2312.4,0.8956467643941064
2314.8,0.8952243864023166
2317.2,0.8947596347408114
2319.6,0.8925626248589742
2321.9,0.8895707657644437
2324.3,0.8866877456778168
2326.7,0.8829183417782951
2329.1,0.8766682139856818
2331.4,0.8694883160666332
2333.8,0.8619199641406237
2336.2,0.853782200194226
2338.5,0.8457477781729256
2340.9,0.8368951483432859
2343.2,0.8280457775837665
2345.6,0.819045518990357
2347.9,0.8093531806598815
Porosity (%),1.0
