Band;Importance
2261.6;0.004630269191157791
2259.2;0.004614481620656486
2264.1;0.004593770122387221
2266.5;0.004532865994347729
2269;0.004474580102373313
2256.7;0.004430542489130868
2271.4;0.004344634630878022
2254.3;0.004332963336271813
2251.8;0.0043277604964102375
2273.8;0.004151551347110328
2249.4;0.0040605438165857086
2276.3;0.004005765806738037
2278.7;0.003880056300977977
2246.9;0.0037835182819946347
2281.1;0.0036999853222321006
2244.4;0.0036311502742864986
2317.2;0.0036229374439682945
2314.8;0.0036223128637659454
2310;0.0035854118253140325
2312.4;0.0035826828642007624
2283.5;0.003543643974496478
2307.6;0.003535348023865437
2242;0.003529509564366933
2305.2;0.003520814156181757
2302.8;0.0035129532015777793
2319.6;0.0035095149253195476
2300.4;0.0034831433069765693
2295.6;0.0034755605089343234
2298;0.003460517644479242
2321.9;0.003455752316673917
2293.2;0.0034539047533229963
2286;0.0034515667035685703
2239.5;0.0034399285350881145
2324.3;0.003439898006650087
2288.4;0.0034352218098990467
2290.8;0.003434195904445706
2326.7;0.0033880711602111086
1852.7;0.003275483295593013
2329.1;0.0032733373190535916
2237;0.0032415283761708935
2331.4;0.003137542420229192
1856.2;0.0031226825921416975
2333.8;0.0030093096037081745
1849.2;0.002975913917499191
2234.6;0.002893504172293929
2336.2;0.0028601883581667966
2338.5;0.0027550276035254164
1845.8;0.0027345431450617576
2340.9;0.0026179970489300253
2232.1;0.002597540033207726
1859.6;0.0025912348170612333
1842.3;0.00251424753995945
2343.2;0.0023982227350398335
1838.8;0.002261906720698275
2345.6;0.002224154154647784
2229.6;0.0021911629544659273
1863.1;0.0021356044452913348
2347.9;0.0020591518144149556
1835.3;0.0020197748219572256
1864.8;0.0019353395003219097
1831.8;0.001878428164444479
2350.3;0.001877742298539465
1828.4;0.0018192661453933247
2227.1;0.0018020082343469142
1866.5;0.0017709710127644484
2352.6;0.0017127250228158406
1867.7;0.0016161178894574667
2355;0.001599664783114907
2357.3;0.0014654842690043379
1824.9;0.001461683808862958
422.4;0.0014275039588368995
423.9;0.0013903135711354421
2224.6;0.0013891447956453774
425.4;0.0013796907740918772
1870;0.0013789454897767354
427;0.001371333935706176
428.5;0.001357638889325843
430;0.0013328132129105652
431.6;0.0013146389278714588
2359.6;0.001313342449823791
1870.5;0.0013083289335383665
433.1;0.0012951871413184523
710.9;0.0012757132087776678
434.6;0.0012651657368105119
712.3;0.0012586536111736193
436.2;0.0012546244985357081
2187;0.0012462600654690582
708.2;0.0012458485752724268
706.9;0.001235806721250354
709.6;0.0012335699098127773
697.4;0.001219799781956118
704.2;0.001210119962946228
437.7;0.001209435322051923
694.7;0.0012081022695706665
696.1;0.001206903411587458
693.3;0.0012067432926926428
692;0.00120474412966462
698.8;0.001200705352043282
690.6;0.0011981655708954587
713.6;0.001197782562703582
2362;0.0011961987324088062
701.5;0.001193024825526706
1821.4;0.00118954433095274
705.5;0.0011869223770100868
