model;mean_fit_time;std_fit_time;mean_score_time;std_score_time;param_alpha;param_l1_ratio;param_max_iter;split0_test_score;split1_test_score;split2_test_score;split3_test_score;split4_test_score;split5_test_score;split6_test_score;split7_test_score;split8_test_score;split9_test_score;split10_test_score;split11_test_score;split12_test_score;split13_test_score;split14_test_score;split15_test_score;split16_test_score;split17_test_score;split18_test_score;split19_test_score;split20_test_score;split21_test_score;split22_test_score;split23_test_score;split24_test_score;split25_test_score;split26_test_score;split27_test_score;split28_test_score;split29_test_score;split30_test_score;split31_test_score;split32_test_score;split33_test_score;split34_test_score;split35_test_score;split36_test_score;split37_test_score;split38_test_score;split39_test_score;split40_test_score;split41_test_score;split42_test_score;split43_test_score;split44_test_score;split45_test_score;split46_test_score;split47_test_score;split48_test_score;split49_test_score;split50_test_score;split51_test_score;split52_test_score;split53_test_score;split54_test_score;split55_test_score;split56_test_score;split57_test_score;split58_test_score;split59_test_score;split60_test_score;split61_test_score;split62_test_score;split63_test_score;split64_test_score;split65_test_score;split66_test_score;split67_test_score;split68_test_score;split69_test_score;split70_test_score;split71_test_score;split72_test_score;split73_test_score;split74_test_score;split75_test_score;split76_test_score;split77_test_score;split78_test_score;split79_test_score;split80_test_score;split81_test_score;split82_test_score;split83_test_score;split84_test_score;split85_test_score;split86_test_score;split87_test_score;split88_test_score;split89_test_score;split90_test_score;split91_test_score;split92_test_score;split93_test_score;split94_test_score;split95_test_score;split96_test_score;split97_test_score;split98_test_score;split99_test_score;mean_test_score;std_test_score;rank_test_score
alpha:0.0001_l1_ratio:0.3_max_iter:100;0.0014486241340637208;0.001233884538816674;0.0004175829887390137;5.2365257775649565e-05;0.0001;0.3;100;-0.02872763707554894;-0.00694434638563467;-0.008759873718112538;-0.03358684895520543;-0.014198655879667538;-0.019950835935689873;-0.008883555069685162;-0.02089438383608878;-0.0004136429490774955;-0.01023646783493823;-0.02909596833275853;-0.020649829137577486;-0.004790908377405382;-0.006151969013915524;-0.0077167076195203835;-0.03673191556113236;-0.0006897181472680858;-0.007448270048457954;-0.007577264933931393;-0.00150582639205316;-0.005974653054086017;-0.0135843920622628;-0.012193601873576293;-0.023964735612894226;-0.002263009291754228;-0.003392887130005799;-0.007147875410869365;-0.03379912715591305;-0.00578413454391101;-0.02601064658368515;-0.01308108037262713;-0.0024367495646687607;-0.007963303531984354;-0.0476772955878804;-0.007681120331936163;-0.020872652796055626;-0.00771119051693735;-0.02102339645462739;-0.0014008939093603176;-0.021316759610365082;-0.00906291223902844;-0.027394593320340072;-0.019509870614954523;-0.006516395549642311;-0.025173772043108788;-0.005644461331481107;-0.0005071224109480711;-0.008566749589040341;-0.017461805321502998;-0.03519609023516996;-0.0018009556822240222;-0.040646968844276;-0.028445930797289954;-0.005576489598658652;-0.007526266349066366;-0.008949540586863865;-0.003788266227506207;-0.0037706810582745116;-0.040524402537686674;-0.010005248278839732;-0.004550062459057969;-0.03077404516945841;-0.003958546520292878;-0.01911269774204039;-0.008178038692909687;-0.014784557339444088;-0.02820307642226352;-0.006187082266765624;-0.0007943420189190369;-0.013487426605658367;-0.02679991771053792;-0.01558079481010552;-0.004181355746800611;-0.0043923994108805075;-0.018430714299943748;-0.0038844304447649587;-0.040591430363812596;-0.00812361354898167;-0.004521705004119699;-0.008231543193405716;-0.02046724174710134;-0.0038012514401742615;-0.002998200864674312;-0.028033633323658394;-0.016306161094047623;-0.008970736430323372;-0.0028486199005921093;-0.00686208671510734;-0.021582749466080978;-0.0007080386918252852;-0.04758203216350078;-0.0073232100314575;-0.0052275048306200085;-0.009678539156584471;-0.004511971421064306;-0.005862394378478406;-0.002712116314963677;-0.01624078070125935;-0.01982310429996403;-0.023852914283021984;-0.013864637202396344;0.011546650103927322;85
alpha:5e-05_l1_ratio:0.6_max_iter:100;0.0009988236427307129;0.00016301575185554988;0.0004140973091125488;6.221774250615384e-05;5e-05;0.6;100;-0.028713378351747067;-0.006945106947042903;-0.008714770759040332;-0.033712064374340184;-0.014289026823374481;-0.019922909979226817;-0.008849757360257006;-0.020961566645648955;-0.00041232844217033485;-0.010156814210385907;-0.02910806885005078;-0.020762835796350288;-0.004781231663591557;-0.006102334504763108;-0.007652352412844392;-0.03677592601007524;-0.0006770826639872937;-0.007434891699182949;-0.007654237659840155;-0.0014899432052291552;-0.00593051778118836;-0.013515766439550693;-0.012206885599337294;-0.024044110143043126;-0.0022639018242400335;-0.0033776609818299773;-0.0072294567124692325;-0.03379684714594799;-0.005746316807109023;-0.02598863798030494;-0.013017325252478493;-0.0024624762611370307;-0.007909871937862627;-0.04759984584280517;-0.007750167395065083;-0.020970419804571625;-0.007643875652033358;-0.020966008528270266;-0.001380035008451691;-0.021310190156705752;-0.009061278042877964;-0.027474213765282297;-0.01949550404105481;-0.006479854938117921;-0.025149061767847796;-0.005638506062782066;-0.0005046917668457112;-0.008625090745323633;-0.01735699184866006;-0.035364218401417895;-0.001788051630365448;-0.04069945185241571;-0.028523647619414196;-0.005520423270995321;-0.007440416045987375;-0.008919307551008867;-0.003776675237894541;-0.003762162684303006;-0.040544293584338816;-0.010077913332012101;-0.00453261240145144;-0.03083316752941394;-0.003929153043558131;-0.019173007507610567;-0.008157962616926626;-0.014792772582712404;-0.02818956857178585;-0.006158478198440699;-0.0008021700247438081;-0.013537732588504131;-0.026873144240741942;-0.015558577043197153;-0.004176397218856758;-0.004358994468429027;-0.018423901158251522;-0.0038625869673983653;-0.040882329378139314;-0.008063263418688493;-0.004488228311842708;-0.008335469484717355;-0.020441471376863297;-0.003794871338039709;-0.0029813552545378823;-0.028085769672357142;-0.016287748926667144;-0.008948169247685642;-0.002846336679330612;-0.006825542341984151;-0.021663314717976973;-0.0007114635581171805;-0.04788190662134472;-0.00726146491111179;-0.005222841713529268;-0.009678647008919088;-0.004494008750053606;-0.0058321289600144904;-0.002700804385237369;-0.01623140682664458;-0.019810620676407466;-0.02396137359896469;-0.013872194631236933;0.011579655151097167;86
alpha:0.0005_l1_ratio:0_max_iter:100;0.0010078096389770509;0.00011501611174705054;0.00042057037353515625;6.031572568717343e-05;0.0005;0;100;-0.028863027730797366;-0.007075046607152643;-0.009188878179870671;-0.03254693302683964;-0.01373896186581673;-0.020199828995437832;-0.009181177080947614;-0.020711475649941437;-0.0004385385295688472;-0.010809508260865602;-0.029062645397219;-0.019699885050133526;-0.004932670358153322;-0.006536482136776981;-0.00817286359038615;-0.03664342139116869;-0.000798962856710616;-0.007515636316541758;-0.007210146474241984;-0.00163866362291508;-0.006327242395998042;-0.01416919385031262;-0.01218371242505951;-0.023240948675797735;-0.0022911331882275953;-0.003583939399752845;-0.006777269648154786;-0.03409508920193088;-0.0061958435993138316;-0.02608318520901537;-0.013640555290293425;-0.0022639856707714376;-0.0083886397707233;-0.04842401982886818;-0.00738807469064508;-0.0202221402263915;-0.008178542786290979;-0.021488227435788237;-0.0015541571509274878;-0.021347513557867678;-0.009161241849079247;-0.026616555333755714;-0.019527376514503446;-0.0067737511000050534;-0.025544857047062094;-0.005683393242556216;-0.0005552167868820451;-0.008308295453234268;-0.018332972845478645;-0.034271687800597944;-0.001886327721271821;-0.04059890829954;-0.027930844693527985;-0.006039734615926763;-0.008172309704185289;-0.009298779670250513;-0.003971223937093586;-0.003885449073930527;-0.040501114316512585;-0.00960644214944245;-0.004753878879610829;-0.030511013144752283;-0.004269953203873648;-0.01893475889090415;-0.008468155056372708;-0.014872299606840842;-0.028385230767429843;-0.006383935459775859;-0.0007580152000086581;-0.013304141658881876;-0.026551053555248214;-0.01580886787696107;-0.00425621602361299;-0.0046140656281823565;-0.018413401822706548;-0.004149372217204696;-0.03838808064054711;-0.00855344841584117;-0.004815783603681898;-0.007688120900431962;-0.020589059940701007;-0.0038710136518795095;-0.0031474681437431893;-0.027646363793447388;-0.016582625450429045;-0.009256017338682082;-0.0028730562056880904;-0.0070960185080105416;-0.021281854015859997;-0.0007021548884379343;-0.045707319983626385;-0.007789405641928357;-0.00523706505326397;-0.00968136587933554;-0.004627692840235159;-0.006205983001092152;-0.002876634951779545;-0.016381969881739573;-0.019887396848287813;-0.02302600311684544;-0.013878209109663338;0.011340839672582547;87
alpha:5e-05_l1_ratio:0.5_max_iter:100;0.0017342257499694824;0.001726681555371131;0.00046035051345825193;0.00024343243385762362;5e-05;0.5;100;-0.028720925119416027;-0.006965326380335024;-0.008727350409438369;-0.03369616850079206;-0.014326877083966372;-0.01992570713877148;-0.008855078315751639;-0.021020013582316536;-0.00041244883704261273;-0.010149621893419943;-0.029122129523559585;-0.020747465428765863;-0.004791155030178838;-0.006101566492230751;-0.007643361844255795;-0.03681848718143919;-0.000677831111700436;-0.007428286190318122;-0.007691151658804807;-0.0014899590616820311;-0.005930898464588098;-0.013523999694948946;-0.012220086095249173;-0.02402206597188605;-0.0022693074916852137;-0.003389226705158666;-0.007270837681556311;-0.033842266168469186;-0.0057650653083930895;-0.025971150025500312;-0.01302077942340867;-0.002466530133967603;-0.007909726858841379;-0.047622444611628796;-0.007788007426269866;-0.020986806091364708;-0.007632152425889535;-0.02096998840670436;-0.0013771923614732413;-0.02131169146370791;-0.009074018679651342;-0.027470588611165376;-0.019477967188602452;-0.006470901764106617;-0.0251749746741126;-0.005636763009430386;-0.0005089960227837059;-0.008655163529375466;-0.017358451440349264;-0.03542649807313282;-0.0017845451448215797;-0.04076103983936488;-0.028511149190777133;-0.0055226078462079125;-0.007433590644899109;-0.008937113960203703;-0.0037913533921610817;-0.0037682041342487517;-0.04056669596376638;-0.01010259913114356;-0.00454454961921077;-0.03086264675183085;-0.003941566477662607;-0.019221990588837556;-0.008180242831863001;-0.014818482666504785;-0.028200497180845736;-0.006152523547011996;-0.0008065616595843576;-0.01357114329843355;-0.02692852164053348;-0.015566103548483248;-0.004181866517714524;-0.004351995914086973;-0.018409851102545945;-0.003876692172068053;-0.040882891269689324;-0.00805455398842596;-0.004492906001860214;-0.008379095874918413;-0.020429935488360272;-0.003798705041627238;-0.0029825688583235174;-0.028079996589619922;-0.01630705920983301;-0.008957431647419375;-0.0028465813814034352;-0.006815455865317593;-0.02172036223121168;-0.0007147731737537694;-0.047950649158746604;-0.007256608028924732;-0.005217554074708166;-0.00967692370381139;-0.004489826150773839;-0.005848984617410599;-0.0027125410504319192;-0.016242493920580744;-0.01980287444353267;-0.023958595671013296;-0.013882689587940955;0.011586398089609273;88
alpha:0.0001_l1_ratio:0.2_max_iter:100;0.001646568775177002;0.0015550074248267113;0.0005157184600830078;0.0004619614725532908;0.0001;0.2;100;-0.028742664916189407;-0.0069848581461383905;-0.008784925778287283;-0.033554713384660324;-0.014274062298398595;-0.019957215384986397;-0.00889430865318188;-0.02101157472121372;-0.0004140011666408762;-0.010220389584840733;-0.02912051119643721;-0.02061948925826696;-0.004811152281030126;-0.006150530543861604;-0.007698461607462451;-0.03681700582505551;-0.0006908724718988547;-0.007434914049979487;-0.007650489883393956;-0.0015057970207470487;-0.005973366508125053;-0.013600624385345218;-0.012221046605581645;-0.023920178047787673;-0.002273458080886637;-0.0034158033365397147;-0.007230114413714679;-0.03388965328189262;-0.0058216966183368855;-0.025974416935053115;-0.013092087906589844;-0.002445349897393424;-0.007962461361784226;-0.04772211486161861;-0.007756252245202529;-0.020904954831162215;-0.007688877269336394;-0.02102985910800091;-0.0013956252417158573;-0.021313787890258746;-0.009089136831853572;-0.02737925746324202;-0.01947505928990979;-0.006498689632631831;-0.02522780779502765;-0.005640781609051036;-0.0005157925195690356;-0.00862636568939745;-0.017465009631169853;-0.035321004669899646;-0.0017941471142156615;-0.040769753260121826;-0.02843690469157682;-0.00558081579719445;-0.007513201199357687;-0.008985765159326956;-0.003818074779656091;-0.003783076000692479;-0.04056744682807431;-0.010055594425354562;-0.0045736091613818525;-0.030832702661095956;-0.0039832577071880265;-0.01921144264170883;-0.008222349291584767;-0.014835696357868666;-0.028224546147091623;-0.00617445206025382;-0.0008028608990522612;-0.013553914129876927;-0.026910893941068274;-0.01559556581843488;-0.004192024683763959;-0.004377312033063365;-0.018403039757691832;-0.00391264384283905;-0.04059435605757755;-0.008106494575307438;-0.004531143376032277;-0.008318944217002702;-0.020444970344479903;-0.0038075158862165095;-0.003000623256380479;-0.028026387224074207;-0.016340146461065196;-0.008990239129338431;-0.0028493045645206125;-0.006841876984144092;-0.021696656443399926;-0.000715222479919599;-0.04771747207247728;-0.007314149620319246;-0.005217242159179837;-0.009674668430061486;-0.004503510431302451;-0.005896141853201406;-0.0027356771652651906;-0.01626289127474762;-0.019807103434971593;-0.02384876001019133;-0.013885611599714598;0.011560108886391411;89
alpha:5e-05_l1_ratio:0.4_max_iter:100;0.0016313385963439941;0.0014680640508922792;0.0004413008689880371;0.00010220566166345727;5e-05;0.4;100;-0.028728737711126055;-0.006985969388836756;-0.008739729438839565;-0.033679492194591;-0.01436527058672355;-0.01992873337476299;-0.00886021408206316;-0.02107911808722795;-0.00041265902168017866;-0.010141065231696363;-0.02913228788183348;-0.020732369006758063;-0.004801168270791181;-0.006101254182517064;-0.007634293960176667;-0.036861044238146685;-0.0006785077104134674;-0.007421312027931227;-0.007727931708413775;-0.0014903971870457147;-0.005931077231380042;-0.013532572577576276;-0.012232187305814898;-0.024000207673852348;-0.002274533456356078;-0.0034005354157597913;-0.007312648299860877;-0.03388770611118602;-0.005784089588371397;-0.025953342259028195;-0.013023910845813445;-0.002471441509950892;-0.007908859257921877;-0.04764486712257604;-0.007826028952423571;-0.021002996854642728;-0.007621848385222891;-0.02097229020357531;-0.001374732817958708;-0.021307941411752244;-0.009086052581523915;-0.027473777634635033;-0.019460700036975455;-0.006462932610716336;-0.025200344353378378;-0.0056351490073803315;-0.0005133475663816738;-0.008685500777992948;-0.017358707094363712;-0.03548946443761228;-0.0017815795383896804;-0.040822582511676676;-0.028502045476207504;-0.005524846993170629;-0.007427614741118396;-0.008955824107176236;-0.0038065245330620493;-0.0037744026802673685;-0.04058681761297666;-0.010129110098992868;-0.004556084282946202;-0.030893472200653926;-0.003953882112610306;-0.01927092786048348;-0.008202710572671731;-0.014844170018532365;-0.028211026306830155;-0.006145860462384046;-0.000811217783825661;-0.013604606570212443;-0.026984912652451322;-0.015573644190919346;-0.004187104634623168;-0.004344130588652534;-0.018396109021958373;-0.00389091524965109;-0.04088504764237961;-0.008046270291547747;-0.004497496862547215;-0.008423399156991014;-0.02041975842937685;-0.0038011090508826423;-0.002983890366906701;-0.028078439764826768;-0.01632209907597475;-0.008967180561662338;-0.002847062344656604;-0.00680494518338183;-0.021777614895742755;-0.0007190143681022207;-0.048019240626911;-0.007252544587639905;-0.005212480413217994;-0.009675380441142778;-0.004485470894539552;-0.005866030974820124;-0.0027242983295580198;-0.016253577107673015;-0.019794115462234668;-0.023956249686369915;-0.01389326187995089;0.011593201401417062;90
alpha:5e-05_l1_ratio:0.3_max_iter:100;0.00127652645111084;0.0010238825052036034;0.00041598081588745117;8.289140522945598e-05;5e-05;0.3;100;-0.02873708837481677;-0.007006551400304518;-0.008752285406862475;-0.033664382149742995;-0.014403789580986917;-0.019932502707604802;-0.00886555476639688;-0.02113755075887912;-0.0004127809752884262;-0.010132171886188795;-0.029144893263917834;-0.020717018268671034;-0.004811292328157042;-0.006100468478893579;-0.007625111220096416;-0.036904180029897045;-0.0006793438498259226;-0.007414640278766413;-0.007764981443594529;-0.0014906161498956596;-0.0059259897364424274;-0.013541175853406376;-0.012245862204471119;-0.02397828313256557;-0.002279847126018379;-0.00341196548432199;-0.00735431194602406;-0.033933051336807844;-0.005802995056954831;-0.02593369306278258;-0.013030043943192661;-0.0024758418430981233;-0.007908457472583633;-0.0476679663266403;-0.007863990250349574;-0.021020140671558354;-0.007611497990047835;-0.02097508069788075;-0.0013722031390653016;-0.021301373209128793;-0.009099231257009786;-0.027475771862685242;-0.019443131416005854;-0.006460156981344476;-0.02522635922168658;-0.005633446067910508;-0.0005178714695070981;-0.008715703807314535;-0.017356563750595785;-0.035551677410908304;-0.0017791190973265323;-0.040884295063067067;-0.028497636227460415;-0.00552710824222235;-0.00742161943669999;-0.008975952462014386;-0.0038219362159882466;-0.0037804552227033808;-0.040605962900650466;-0.01015518025729308;-0.004567779386596938;-0.030923428568928008;-0.003966201083105392;-0.01931995499927128;-0.00822502100043237;-0.014870278006733623;-0.028221756433269393;-0.006139413799108096;-0.0008156426312172952;-0.013638507185802376;-0.027040278432334527;-0.015580961876431217;-0.004192537002037785;-0.004336218053822422;-0.018382400115556273;-0.003904608423906833;-0.040887943564134284;-0.008038088483074553;-0.004502255284142914;-0.008467239865844535;-0.020407552390800384;-0.0038035977831499227;-0.002985366913864978;-0.0280733168050149;-0.01633425777681093;-0.008976800907977712;-0.0028475689328664785;-0.0067948436222149584;-0.02183398795964669;-0.0007225253944379456;-0.048090162583251085;-0.007248063892907401;-0.005207000901943559;-0.009674012806386868;-0.004481462752812257;-0.005882791990910369;-0.0027360649309786564;-0.016264537719488388;-0.019785516570019996;-0.02395490703958154;-0.013903850060433369;0.011600114883379904;91
alpha:0.00025_l1_ratio:0_max_iter:100;0.0010738873481750488;0.0003095261015680108;0.00043564558029174805;0.0001221720071428278;0.00025;0;100;-0.02880820129608315;-0.007065652541091409;-0.008967825138342949;-0.033136871843966326;-0.014157627651104432;-0.020058151396460926;-0.009016127460191044;-0.021042360318049902;-0.00042130651216817835;-0.010421111157225492;-0.029123697940731996;-0.020228696014485157;-0.004881335433165848;-0.006294503152180355;-0.007854359599370983;-0.03685677730582521;-0.00073138856993016;-0.0074478424461657;-0.007568120777433304;-0.0015555645253972862;-0.0060967099874596415;-0.013838411792452045;-0.012237019579267814;-0.02360150377491495;-0.002291431465996446;-0.0035073966691295394;-0.0071521146387316;-0.03407672388976262;-0.006010232034472897;-0.025966008413605347;-0.013309874767590355;-0.00238734632460884;-0.008119909013022427;-0.048045743350340314;-0.007702309963840047;-0.020685706304156733;-0.007846824382192617;-0.02121127355495896;-0.0014493901208333744;-0.02129629656550755;-0.00914514629564556;-0.02708749912715973;-0.019447922579481334;-0.006593508882666264;-0.025412214860623176;-0.005651365074603651;-0.0005417621365157065;-0.008572193416092;-0.01778623073121775;-0.03507017468466158;-0.0018216531415132659;-0.040858059282756286;-0.02823091874293353;-0.005758073878843052;-0.007745040718948805;-0.009153753523070345;-0.003913648189425401;-0.0038369260885640754;-0.040590936924566744;-0.009943422047158612;-0.0046698707967035655;-0.030777491237709093;-0.004121674713682321;-0.0192272860175616;-0.008370667516787125;-0.014914128046889701;-0.028311163923268868;-0.006234413287649138;-0.0007957759077365623;-0.013536091775188724;-0.026912058855297214;-0.01569269743948391;-0.004229459688765182;-0.004444522375935577;-0.018372816828666903;-0.00403532083494588;-0.03975325525836949;-0.008254045001123518;-0.004650841898173683;-0.008181167569701596;-0.02044824547153435;-0.0038379086523333892;-0.0030570214446068154;-0.027866276789472715;-0.016462539335616883;-0.009104536984502426;-0.0028585535900547813;-0.006912473093677905;-0.021680941481617127;-0.0007196193945394996;-0.04709922688393927;-0.0074820012187378215;-0.005210497216115072;-0.009667048288842883;-0.004539673692099083;-0.006053484716780608;-0.002817872053844659;-0.01633476226818707;-0.01981457698033866;-0.023527251582881503;-0.013906094581120229;0.01149070676084048;92
alpha:0.0001_l1_ratio:0.1_max_iter:100;0.0017439603805541992;0.002938563346843604;0.0005002021789550781;0.00038743384579621954;0.0001;0.1;100;-0.028757834561860034;-0.007025883275791515;-0.008809707056592274;-0.03352577348603279;-0.014350313074611917;-0.01996459236337098;-0.008904818874828009;-0.02112809240824433;-0.00041442237756033766;-0.010202698915465309;-0.02914156393354827;-0.020588357228740185;-0.004831166790394156;-0.006149100565489706;-0.00768027577318656;-0.03690256227616337;-0.0006923228631385449;-0.007421338013893798;-0.0077238136278710914;-0.0015065167532902733;-0.0059675049763561975;-0.013618086046241392;-0.012246286419187727;-0.023876490589635244;-0.002283871746705389;-0.003438606406368445;-0.007312620679451814;-0.03397998916763168;-0.005859611864112424;-0.025936556930471342;-0.013101663044474318;-0.002454469122308948;-0.00796085198745392;-0.04776861844934994;-0.007831668360628723;-0.020939345915425688;-0.007667928429613512;-0.021035292322375092;-0.0013907747969751144;-0.021298731133231125;-0.009113445437683266;-0.027377681782897064;-0.019439383233496834;-0.006492861095101117;-0.025279479426481715;-0.005637421578063799;-0.0005248578841914172;-0.008686195916598456;-0.01746262106538851;-0.035445306539390146;-0.001788934949020516;-0.04089307554394526;-0.028429023861533596;-0.005585315997543851;-0.00750102017972563;-0.009025781264499579;-0.003848694758019763;-0.003795734825851115;-0.040607744901335015;-0.010107555902661984;-0.004596431801268772;-0.030892882461024566;-0.0040081430042762005;-0.019308847903317182;-0.008267034725452137;-0.014887806486875136;-0.028246501374194058;-0.006161411133176871;-0.00081174721134704;-0.013620750620665395;-0.027021836896549203;-0.01561050660565485;-0.0042030091354796914;-0.004361320844129081;-0.018376088904579143;-0.00394056648509692;-0.040599889552895875;-0.008090145137914279;-0.004540710167101708;-0.008405367957530503;-0.020419513090615096;-0.0038126742144827335;-0.003003267216395572;-0.02801868597446323;-0.016369127343917895;-0.009009211196737664;-0.0028502583549210835;-0.006821667520417646;-0.021810031128114263;-0.000722738206130048;-0.04785431453536145;-0.007305642218966946;-0.00520640932322123;-0.009671311922643094;-0.004495428104966284;-0.005929550824863888;-0.0027593113573988475;-0.016284907892358612;-0.019790060358191097;-0.023845501034681388;-0.013906628689788769;0.011573718861593736;93
alpha:5e-05_l1_ratio:0.2_max_iter:100;0.0015110373497009277;0.0009774082364844376;0.00048609733581542967;0.0005306347290038888;5e-05;0.2;100;-0.028744839433700035;-0.0070272379405624625;-0.008765298356381465;-0.03365124965120372;-0.014442222589248216;-0.01993689738160723;-0.008870977668960016;-0.021195921736906806;-0.0004130517316518392;-0.01012333804098595;-0.029153766287533456;-0.020701100799979416;-0.004821220263967679;-0.006099723253147602;-0.007616023048639297;-0.03694652164431001;-0.0006801997909420128;-0.007407998553763558;-0.007802055393957546;-0.0014906389637494124;-0.0059212468823276534;-0.013550073526609344;-0.012257112640573444;-0.023956379800243708;-0.0022851830733665846;-0.003423299722240732;-0.007396109851340013;-0.03397830008823859;-0.005822055397496795;-0.025913547323691482;-0.013036838791674546;-0.0024802375023379197;-0.007907334863641426;-0.047691080753246205;-0.007902093943498114;-0.021037293249470426;-0.0076010630246646305;-0.0209779051852312;-0.001369750576856181;-0.021291926824133122;-0.00911052403238335;-0.027477146227118027;-0.01942472621428957;-0.006457759683435653;-0.02525246960252406;-0.005631831072457628;-0.0005223269961846787;-0.008746190195290507;-0.017351939165791173;-0.035614085964421484;-0.001776575078451621;-0.04094598268132745;-0.028493728625931053;-0.005529445901651703;-0.007415239362841224;-0.008995675563834408;-0.0038370015041287904;-0.003786743992930552;-0.04062605135601372;-0.010180871173170883;-0.004579620277908725;-0.03095216917456481;-0.00397878942219473;-0.01936882432802921;-0.0082470152682455;-0.014896487429601363;-0.028233188639211676;-0.006133165410854543;-0.0008203112563796642;-0.013672195220813019;-0.02709575090297467;-0.015588277131548886;-0.00419796146168912;-0.004328273056201461;-0.018369048890991262;-0.003918648584724399;-0.04088994295081765;-0.008030095424146476;-0.004507028595872996;-0.008510920144045881;-0.020394751412350857;-0.003806105848396186;-0.0029868289800742288;-0.028069886412368728;-0.016343919473035113;-0.008986393209459915;-0.002847963468191781;-0.006784730786173364;-0.021891465417612877;-0.0007266418858958525;-0.04815845146359618;-0.007244093492369646;-0.005201653165845277;-0.009672712599590114;-0.00447771568174651;-0.0058995960570543925;-0.0027478553483709575;-0.01627565257626519;-0.019777430044433334;-0.023953140398350226;-0.013914301312382542;0.011606909669601312;94
alpha:5e-05_l1_ratio:0.1_max_iter:100;0.0016544413566589354;0.0025732183427427248;0.0006747722625732421;0.002033018112277458;5e-05;0.1;100;-0.028752636529832017;-0.007048250795499265;-0.0087781371989801;-0.033641220001001025;-0.014480998639487522;-0.01994228030562582;-0.008876327286624354;-0.0212546505005782;-0.00041332937609343514;-0.010114810957843634;-0.029162969448928985;-0.020686630246486714;-0.004831092177557801;-0.006099069026330755;-0.007607416670771596;-0.03698891774763883;-0.0006812405331830376;-0.007401128910315789;-0.00783914486713594;-0.0014907119579550742;-0.005916501304179485;-0.013559092988106163;-0.012269130352115949;-0.023934255854976553;-0.002290542830216674;-0.0034347244026362435;-0.0074380886856171835;-0.03402346898243603;-0.005841212547397174;-0.02589485516019639;-0.013041954905711134;-0.002484879351413567;-0.00790671723072351;-0.047714229803667185;-0.007940178279181045;-0.021054430281518873;-0.007590678584783105;-0.02098083713324067;-0.001367260158620442;-0.0212776117999984;-0.009121525556358078;-0.0274796040794681;-0.019406197568497707;-0.006455256965260413;-0.02527861247230956;-0.00563043906844439;-0.0005269730583000192;-0.00877687393151543;-0.0173484129541993;-0.03567746891505861;-0.0017744999909761528;-0.04100770339528325;-0.028490516571454415;-0.005531860971526907;-0.007409035017320134;-0.00901551895024528;-0.0038523175773023904;-0.0037929567577842335;-0.04064430781781484;-0.010207254550239587;-0.004591225123243085;-0.030982488614668378;-0.003991355470278313;-0.01941793689481845;-0.00826910260643078;-0.01492262106800638;-0.028244824096312862;-0.006126679431271644;-0.0008250670380716012;-0.013705629081059973;-0.02715185036796733;-0.015595612450939008;-0.0042033695064077;-0.004320178319624941;-0.018355975060002545;-0.003932674544321179;-0.040893440956832595;-0.008022224782006046;-0.004511852114015811;-0.008554662662308333;-0.020367759475886822;-0.0038090382809656148;-0.0029882472213760905;-0.028064892260963734;-0.016353472473586483;-0.008995953986360343;-0.0028485155866127703;-0.00677486705119517;-0.021948880586113616;-0.0007307676466678628;-0.04822668347816778;-0.007240078245099456;-0.0051962158025788815;-0.009671480108936177;-0.004473479573138397;-0.005916536091803818;-0.002759681928291693;-0.01628671402529481;-0.0197693655543568;-0.02395204561240596;-0.013924723951623539;0.011613740280271661;95
