Band;Importance
848.4;7.873748887719867e-07
972.3;7.755178879343294e-07
1754.5;7.584657781123778e-07
960.2;7.471570863300671e-07
1427.9;7.316077304103101e-07
923.4;7.31229040724355e-07
1244;7.303252599059241e-07
2385.1;7.21175139218107e-07
2212.1;7.192096534782378e-07
818.1;7.124502304861084e-07
793.1;7.020969645793082e-07
830.3;7.005532858376308e-07
2364.3;6.998012453607471e-07
1664.9;6.983276389962152e-07
850.7;6.976740755452165e-07
856.6;6.922045601230636e-07
759.9;6.859181527626767e-07
1271.2;6.835463874312511e-07
1213;6.825405394472948e-07
1711.7;6.022030243256607e-07
1458.1;5.994889408487912e-07
796.9;5.969533037829158e-07
2214.6;5.908956345532085e-07
762.5;5.869172970982008e-07
819.3;5.787279837374145e-07
885.6;5.727383714948028e-07
2159;5.471689454138346e-07
864.9;5.412847603546302e-07
1726;5.243407345984861e-07
1010;5.226216742672686e-07
1588.2;5.193199822833442e-07
785.5;5.141771354695257e-07
2375.9;4.94193329008796e-07
768.9;4.803241446893753e-07
1016.1;4.750928147931213e-07
774.1;4.7298094814459137e-07
1259.6;4.7206778401980445e-07
795.7;4.640132723837089e-07
915.8;4.637278090310715e-07
842.4;4.632995785972653e-07
1577.2;4.5494508431263546e-07
772.8;4.518852269859092e-07
809.4;4.51043289148532e-07
1499.3;4.4846919922778897e-07
761.2;4.4514586427263605e-07
1654;4.415991122794194e-07
847.1;4.405086715968958e-07
2359.6;4.321707599013706e-07
758.6;4.313435530591471e-07
808.2;4.302340687527346e-07
849.5;4.27275561456534e-07
779.2;4.1440833071911196e-07
1779.2;4.075713917879216e-07
879.9;3.949668115388558e-07
1197.4;3.908007050311514e-07
548.7;3.844339068263164e-07
1251.8;3.80676240495827e-07
2151.3;3.7855769701043045e-07
866;3.5266358376570387e-07
945.8;3.42053473331079e-07
535.5;3.3060085495865403e-07
1750.9;3.240237288742413e-07
815.6;3.08590575141492e-07
825.4;3.0752038738828167e-07
1236.3;3.062920507674636e-07
861.4;3.014822621613397e-07
780.5;3.0045029636790567e-07
1286.6;3.003551328438568e-07
1205.2;2.7460891038701434e-07
886.8;2.72190127201846e-07
867.2;2.6954385762501416e-07
1189.6;2.5922356089355857e-07
2202.1;2.476980718338935e-07
1401.4;2.3330499812615098e-07
853.1;2.2549927035296093e-07
1224.6;2.190667841744338e-07
1267.3;1.8470458165837298e-07
810.6;1.7813729268887003e-07
973.3;1.7516186299288106e-07
978.3;1.6204592858419804e-07
941.5;1.536199630538503e-07
903.7;1.456114516627891e-07
754.7;1.3641922376123294e-07
2378.2;1.1996851869163385e-07
1697.3;1.1601770990516677e-07
756;1.1119918466538287e-07
877.6;1.0011745295661355e-07
831.5;9.636119960889353e-08
2366.6;8.335138816107333e-08
824.2;7.86083475350432e-08
801.9;7.436414526166132e-08
1193.5;7.063241625871689e-08
547.2;6.724250132930714e-08
914.7;6.169210808286304e-08
813.1;6.04563041104894e-08
776.6;5.986692572065159e-08
1255.7;3.51663366192346e-08
985.2;3.2996472619648175e-08
799.4;2.9924701241433625e-08
1747.4;2.84390675330394e-08
788.1;2.395378405092284e-08
1282.8;1.9663425135791407e-08
951;1.7476254780316066e-10
854.3;-1.6331342366698687e-08
1263.4;-2.607230458383736e-08
820.5;-2.6363850037637905e-08
908.1;-6.932373676751553e-08
857.8;-7.949965810609863e-08
2148.8;-8.781588080929128e-08
1555.1;-9.166231987781619e-08
898.1;-9.49320677381976e-08
977.3;-9.525571042213062e-08
1740.3;-1.0698938556682386e-07
932;-1.0992807544492434e-07
1240.2;-1.2122557609355593e-07
1390;-1.2224657214125688e-07
749.5;-1.294832012155046e-07
1772.2;-1.3424672135842444e-07
1521.7;-1.3464331887581522e-07
975.3;-1.4674380077863056e-07
984.2;-1.5117928542805324e-07
860.2;-1.6202817442029126e-07
1675.7;-1.827632883407522e-07
838.8;-2.0339784845340163e-07
738.9;-2.0345956839233583e-07
2199.6;-2.0474836818754695e-07
2166.7;-2.1285274500928855e-07
938.4;-2.1611609430542158e-07
798.2;-2.251825712615621e-07
814.4;-2.291196499421522e-07
958.2;-2.3317816166229175e-07
816.8;-2.4194285868463317e-07
1743.8;-2.4460026767970886e-07
952;-2.463923873209569e-07
827.9;-2.496527873365968e-07
2389.7;-2.605517599578671e-07
1247.9;-2.976019514961348e-07
2368.9;-2.99133541828427e-07
840;-2.992476625897208e-07
2179.4;-3.00610764900085e-07
794.4;-3.075047787502216e-07
746.8;-3.1425007451946387e-07
1758;-3.2380562821095933e-07
862.5;-3.2483443469253527e-07
1166.1;-3.3039462120851687e-07
1540.3;-3.3678298466937446e-07
2382.8;-3.4174995337166947e-07
804.4;-3.440509014649688e-07
1393.8;-3.4434550625506215e-07
871.9;-3.483284443728043e-07
1232.4;-3.7146266638387015e-07
1525.4;-3.782511793784645e-07
992.2;-3.818269084782596e-07
1201.3;-3.955185497390087e-07
1824.9;-3.9797006730633697e-07
833.9;-4.015036079632691e-07
937.3;-4.123829505088444e-07
1529.1;-4.1475550993741174e-07
1228.5;-4.216572021012516e-07
969.3;-4.2245287413015124e-07
566.3;-4.3384695821972475e-07
870.7;-4.3613853155489415e-07
832.7;-4.3709463426463425e-07
1075.6;-4.3975502657998085e-07
800.7;-4.523026732375504e-07
583.7;-4.539168498971501e-07
1476.9;-4.6460247880905867e-07
560.4;-4.936630963806249e-07
907;-4.992811824691415e-07
1532.8;-4.994376119394645e-07
855.5;-5.106486749970306e-07
884.5;-5.162826740770086e-07
983.2;-5.208652846346758e-07
770.2;-5.383122263045427e-07
2156.5;-5.451152195310797e-07
1569.8;-6.121088966010738e-07
948.3;-6.432177789247602e-07
948.9;-6.449544091578274e-07
926.6;-6.782652675765934e-07
1209.1;-6.807024974467425e-07
1138.7;-6.859607783660175e-07
979.3;-7.099368717826761e-07
875.3;-7.118715366871427e-07
976.3;-7.277602157626982e-07
835.1;-7.581609797822543e-07
752.1;-7.630666700862327e-07
1220.8;-7.636851370122997e-07
956.1;-7.646014975752504e-07
2161.6;-7.692524203279248e-07
980.2;-7.809283112537869e-07
2171.8;-8.062625204782092e-07
1736.7;-8.11139598407019e-07
959.2;-8.365768782150896e-07
1761.6;-8.416307039128665e-07
892.5;-8.439046157283772e-07
930.9;-8.537047497797959e-07
1006.3;-8.56746596102205e-07
897;-8.741564507877703e-07
868.4;-8.925878627817955e-07
1158.3;-8.983999982043494e-07
882.2;-9.482633988620755e-07
966.3;-9.506324891754745e-07
744.2;-9.535431832896332e-07
883.4;-9.558175803980545e-07
970.3;-9.60659298157311e-07
944.7;-9.725174335523659e-07
960.3;-9.809747706082973e-07
916.9;-9.841262098423073e-07
1177.8;-9.860379258569953e-07
1765.1;-9.891016567805498e-07
889.1;-9.998247156594972e-07
988.1;-1.0002221322308916e-06
902.5;-1.0047557395226909e-06
1170;-1.0370962761894483e-06
991;-1.0523936679674267e-06
929.9;-1.0625160334989814e-06
1103.2;-1.0780077182787606e-06
1800.4;-1.0879639391185689e-06
1091.4;-1.093433605617037e-06
1185.7;-1.093948397656838e-06
874.2;-1.0974775307375252e-06
992;-1.1060079951212894e-06
851.9;-1.1175942326418608e-06
1793.3;-1.121206423611784e-06
873;-1.1296288367468012e-06
940.5;-1.1311111644296275e-06
881.1;-1.1357235945852606e-06
1150.4;-1.1379071079106061e-06
553.1;-1.145944970928924e-06
740.3;-1.1495328798665322e-06
921.2;-1.1577688994839272e-06
981.3;-1.1643778561342987e-06
934.1;-1.1758249554175254e-06
2153.9;-1.1800841424047647e-06
750.8;-1.1919162148605344e-06
1405.2;-1.218229644969342e-06
863.7;-1.2183044098786773e-06
988.2;-1.225967597262544e-06
559;-1.2316532598534805e-06
946.8;-1.2389693152376862e-06
742.9;-1.2394851217527638e-06
994.9;-1.2557106243649966e-06
949.9;-1.259035759592126e-06
1863.1;-1.2594150752171537e-06
1154.3;-1.2831125052769995e-06
967.3;-1.2907022990330169e-06
1036;-1.29927624384856e-06
963.3;-1.2994880471153857e-06
1216.8;-1.2998532450123999e-06
925.6;-1.3010116382976588e-06
1566.2;-1.3085155539473234e-06
1181.8;-1.317694184519087e-06
1000.6;-1.3183334019490217e-06
1067.7;-1.321470487093027e-06
996.8;-1.3274806870525456e-06
913.6;-1.3300961079108443e-06
987.1;-1.3388037730930667e-06
986.2;-1.3389114995582725e-06
1796.9;-1.3612996681493722e-06
753.4;-1.3909670495136083e-06
1562.5;-1.3957127689640397e-06
569.2;-1.3958031082262811e-06
952.3;-1.4117121792241874e-06
893.6;-1.4180935381981234e-06
894.7;-1.4356370437594073e-06
567.7;-1.4397752164147171e-06
1397.6;-1.440430479615595e-06
1506.8;-1.440768085754667e-06
1173.9;-1.464571289037199e-06
1573.5;-1.4811377060719223e-06
905.9;-1.4969748200854724e-06
919.1;-1.5162314577058123e-06
1876.2;-1.5221590025977198e-06
2181.9;-1.529351357686196e-06
998.7;-1.5304532066048132e-06
990.1;-1.5356937893121033e-06
999.7;-1.5441287005961792e-06
1008.1;-1.5478759359334287e-06
920.2;-1.548817521591559e-06
982.3;-1.5584921285746166e-06
599.5;-1.5617049793936551e-06
895.8;-1.5633627100306566e-06
556;-1.612343274570374e-06
980.3;-1.6334117668476596e-06
910.3;-1.642345770015339e-06
745.5;-1.644757543017032e-06
757.3;-1.645487137075695e-06
947.8;-1.6772809744556567e-06
890.2;-1.6824159345616847e-06
1051.8;-1.6865786815024912e-06
918;-1.6954033393709825e-06
2197.1;-1.7008764006547205e-06
1146.5;-1.708154920938217e-06
876.5;-1.7278708218531438e-06
942.6;-1.741706404021947e-06
1000.2;-1.7439344076462208e-06
1782.8;-1.7531425447682461e-06
1005.4;-1.7541060686966487e-06
1012.1;-1.7556514833292627e-06
1142.6;-1.7777920668672529e-06
912.5;-1.7837474305247133e-06
1162.2;-1.8056964831890012e-06
2204.6;-1.819747044492638e-06
570.6;-1.8522881969713899e-06
2207.1;-1.8526697303856894e-06
1001.6;-1.8710268274243357e-06
1002.5;-1.875608165258516e-06
965.3;-1.8767413050157762e-06
1004.4;-1.8779990146407564e-06
878.8;-1.8943782544754012e-06
954.1;-1.898983557454847e-06
955.1;-1.9052456547126006e-06
900.3;-1.912966504919028e-06
939.5;-1.922649132765129e-06
580.8;-1.924846601830247e-06
1039.9;-1.935397486211118e-06
1095.3;-1.9524416575841075e-06
1071.6;-1.957931728849831e-06
924.5;-1.9596037047440563e-06
953;-1.9671615172711315e-06
869.5;-1.9672308458597295e-06
909.2;-1.9775579395546722e-06
887.9;-1.982946456468145e-06
582.2;-1.9839403264703076e-06
572.1;-2.002286282149391e-06
1107.2;-2.026324620584081e-06
1007.2;-2.028758528277014e-06
901.4;-2.0372265170696237e-06
1003.5;-2.0412527125731654e-06
1008.2;-2.0506476634295885e-06
927.7;-2.0685311452517153e-06
1789.8;-2.070027968072327e-06
1876.9;-2.071370533749356e-06
964.3;-2.0738185014359717e-06
1821.4;-2.07819847877464e-06
993.9;-2.096302240090081e-06
748.1;-2.1095235291085896e-06
928.8;-2.111769005619179e-06
971.3;-2.1287947661854347e-06
733.6;-2.1366191690295593e-06
957.1;-2.166720558286944e-06
911.4;-2.1704922272093494e-06
962.2;-2.1774160895856444e-06
1009.1;-2.1814297552806763e-06
1807.4;-2.1824864630015234e-06
737.6;-2.1859135085155474e-06
1011;-2.185998294006424e-06
1011.9;-2.203152234291157e-06
1873.3;-2.20792154071619e-06
741.6;-2.21557805365362e-06
590.9;-2.2318442762067816e-06
968.3;-2.2540396569274894e-06
573.5;-2.2575524331437575e-06
989.1;-2.2621862333517538e-06
974.3;-2.2780606805578596e-06
996.2;-2.3021889739517905e-06
956.3;-2.313405533114504e-06
1043.9;-2.3180103621176865e-06
1111.1;-2.3249935751490023e-06
1130.8;-2.340740689452326e-06
1028;-2.342967156853888e-06
961.2;-2.3432281356327785e-06
995.9;-2.3480904037041284e-06
922.3;-2.3614687650130577e-06
589.5;-2.3679927662002363e-06
936.3;-2.3772918470378465e-06
1134.7;-2.4143726612660534e-06
576.4;-2.4317267060304517e-06
1115;-2.4861594925035933e-06
1020.1;-2.5032769799640534e-06
1866.5;-2.507124983991221e-06
891.3;-2.5197356115738185e-06
1055.8;-2.5207065375162125e-06
1810.9;-2.5372841553965673e-06
997.8;-2.5487346146982493e-06
563.4;-2.575134662273916e-06
1004.2;-2.6047963299302338e-06
602.4;-2.6628115763930663e-06
1122.9;-2.673938926783616e-06
550.2;-2.679250408166581e-06
585.1;-2.7171491026638657e-06
1814.4;-2.733875582145642e-06
993;-2.7351853512223313e-06
933.1;-2.7451968292497488e-06
1817.9;-2.7732845075319892e-06
1099.3;-2.7978441886691894e-06
1032;-2.808442669584389e-06
1768.7;-2.83349678203186e-06
593.8;-2.8374915609921867e-06
1083.5;-2.840216334993995e-06
564.8;-2.882247039112338e-06
2209.6;-2.9040919554544167e-06
1087.5;-2.950088460281587e-06
1047.9;-2.9675415178496517e-06
735;-2.9911620326975297e-06
1024.1;-3.0033057025009114e-06
575;-3.028233748631712e-06
1126.9;-3.1329704018594763e-06
1119;-3.173093409843449e-06
732.3;-3.213957733451587e-06
904.8;-3.2292632315008297e-06
935.2;-3.2727484497584493e-06
1079.5;-3.2910648518375553e-06
579.3;-3.3147369808446758e-06
1547.7;-3.331886963456369e-06
592.3;-3.341589017255724e-06
1786.3;-3.380019779124809e-06
561.9;-3.4373764963113488e-06
598.1;-3.5385602559109117e-06
1803.9;-3.6426789684032663e-06
1063.7;-3.6484774642026157e-06
1870;-3.7152692357152864e-06
1059.8;-3.8864373189177905e-06
2146.2;-3.902107246022909e-06
618.1;-3.939262545479691e-06
1864.8;-4.051993009653982e-06
731;-4.092510788358866e-06
606.7;-4.21502557161855e-06
729.7;-4.305647960734881e-06
596.7;-4.455171891059807e-06
736.3;-4.646152199604546e-06
588;-4.873322800045545e-06
603.8;-4.956151310936782e-06
615.3;-4.960227717163053e-06
577.9;-5.027513153463786e-06
601;-5.030845588030483e-06
595.2;-5.473166251389906e-06
609.6;-5.507178614683811e-06
1873.4;-5.522561632598473e-06
612.4;-5.570833786878381e-06
586.6;-5.6212518367949574e-06
616.7;-5.66571143741428e-06
605.3;-5.681945754615627e-06
727;-5.796883394538574e-06
630.9;-5.811181391058198e-06
728.3;-5.9587642223661804e-06
725.7;-6.0045884410873545e-06
647.8;-6.052768951823986e-06
608.1;-6.057172037883876e-06
635.1;-6.065912205230557e-06
1870.5;-6.06828366987014e-06
653.3;-6.203445010946986e-06
628;-6.219795536426234e-06
626.6;-6.273104976550726e-06
621;-6.347920354290038e-06
643.5;-6.395817715383465e-06
619.5;-6.536357849062257e-06
613.8;-6.6068927999821026e-06
636.5;-6.764145461133202e-06
639.3;-6.865446872538156e-06
1867.7;-6.886358999190568e-06
625.2;-6.972431823244602e-06
623.8;-7.147298652974704e-06
640.7;-7.243932393224411e-06
622.4;-7.559765480235193e-06
611;-7.571618959758525e-06
642.1;-7.685612059216577e-06
723;-7.830580674898068e-06
633.7;-8.221469250615424e-06
724.4;-8.288406449326663e-06
