Band;Importance
720.3;-8.424676349059786e-06
637.9;-8.484548503796833e-06
719;-8.833195440298048e-06
717.7;-8.840811419941817e-06
657.5;-9.107717419712283e-06
654.7;-9.28150811582435e-06
670;-9.40859407920954e-06
721.7;-9.455796858132576e-06
629.5;-9.496564783245479e-06
644.9;-9.532224612219157e-06
651.9;-9.539586855592348e-06
663.1;-9.98229662596675e-06
715;-1.0052321150678799e-05
668.6;-1.0107348705797263e-05
713.6;-1.0136401025597747e-05
675.5;-1.0317595299949146e-05
671.4;-1.0339432555942427e-05
646.4;-1.037095002828001e-05
674.1;-1.0435695019252983e-05
689.2;-1.0544462666778473e-05
667.2;-1.0547464842315167e-05
672.8;-1.0565894677197398e-05
658.9;-1.0800032332475872e-05
632.3;-1.0995121646958822e-05
694.7;-1.1111378195252715e-05
661.7;-1.1116548273642554e-05
665.9;-1.1188761521184546e-05
660.3;-1.1282051822415613e-05
649.1;-1.1333315727643714e-05
716.3;-1.1502851900115564e-05
692;-1.1530623281479959e-05
706.9;-1.1629063508851464e-05
678.3;-1.1836483482502894e-05
650.5;-1.1905302448563927e-05
698.8;-1.195846959358415e-05
656.1;-1.1981667957822325e-05
686.5;-1.2060843224757983e-05
690.6;-1.210066116970814e-05
676.9;-1.2328328653385136e-05
712.3;-1.242012145499329e-05
664.5;-1.2473379928306088e-05
687.9;-1.2559658769591797e-05
702.8;-1.2690881289522088e-05
693.3;-1.2801149855019546e-05
685.1;-1.2886836011046575e-05
697.4;-1.3269635090271896e-05
704.2;-1.340405818060067e-05
681;-1.3533296394344454e-05
708.2;-1.3545479404938131e-05
679.6;-1.369466727037602e-05
683.8;-1.3721705295002888e-05
705.5;-1.385214392916971e-05
696.1;-1.3882471717992179e-05
710.9;-1.4215886282961248e-05
700.1;-1.4259683629353208e-05
701.5;-1.4498244831994404e-05
682.4;-1.4524161376345157e-05
709.6;-1.5245368620379828e-05
