model;mean_fit_time;std_fit_time;mean_score_time;std_score_time;param_C;param_epsilon;param_gamma;param_kernel;split0_test_score;split1_test_score;split2_test_score;split3_test_score;split4_test_score;split5_test_score;split6_test_score;split7_test_score;split8_test_score;split9_test_score;split10_test_score;split11_test_score;split12_test_score;split13_test_score;split14_test_score;split15_test_score;split16_test_score;split17_test_score;split18_test_score;split19_test_score;split20_test_score;split21_test_score;split22_test_score;split23_test_score;split24_test_score;split25_test_score;split26_test_score;split27_test_score;split28_test_score;split29_test_score;split30_test_score;split31_test_score;split32_test_score;split33_test_score;split34_test_score;split35_test_score;split36_test_score;split37_test_score;split38_test_score;split39_test_score;split40_test_score;split41_test_score;split42_test_score;split43_test_score;split44_test_score;split45_test_score;split46_test_score;split47_test_score;split48_test_score;split49_test_score;split50_test_score;split51_test_score;split52_test_score;split53_test_score;split54_test_score;split55_test_score;split56_test_score;split57_test_score;split58_test_score;split59_test_score;split60_test_score;split61_test_score;split62_test_score;split63_test_score;split64_test_score;split65_test_score;split66_test_score;split67_test_score;split68_test_score;split69_test_score;split70_test_score;split71_test_score;split72_test_score;split73_test_score;split74_test_score;split75_test_score;split76_test_score;split77_test_score;split78_test_score;split79_test_score;split80_test_score;split81_test_score;split82_test_score;split83_test_score;split84_test_score;split85_test_score;split86_test_score;split87_test_score;split88_test_score;split89_test_score;split90_test_score;split91_test_score;split92_test_score;split93_test_score;split94_test_score;split95_test_score;split96_test_score;split97_test_score;split98_test_score;split99_test_score;mean_test_score;std_test_score;rank_test_score
C:10_epsilon:0.1_gamma:0.1_kernel:poly;0.00047115087509155276;0.00013390317316466522;0.0003665566444396973;0.0003115410626208923;10;0.1;0.1;poly;-0.08656713570923844;-0.01228777902046881;-0.0034618258369304086;-0.009867205447842399;-0.0140040682225191;-0.011529758059289413;-0.0438544293035499;-0.0077791052033137935;-0.006024498367727525;-0.0022009158033517574;-0.008552730193245879;-0.014290004836677611;-0.013230986093313506;-0.051909475742967844;-0.009055568287641364;-0.11515048847715775;-0.003209133766295915;-0.008681408275189416;-0.003968808233239005;-0.00917840336255679;-0.0056544704529728936;-0.008125053639599297;-0.0033733761306314353;-0.01955961676913041;-0.013945492147743927;-0.0424355569606241;-0.0027016258630315165;-0.008277834303370772;-0.006348331506103568;-0.11574250237425525;-0.010836828009880142;-0.041906120112063;-0.00656917511099904;-0.11595557254459439;-0.008820833678032604;-0.0037179735836940383;-0.01787538898678154;-0.0017180046645105477;-0.008529209471635968;-0.015227232747183144;-0.004925320364764809;-0.014080514085826615;-0.005031959809216032;-0.005881765894216041;-0.0525471902244087;-0.011406838900653837;-0.11379002488970051;-0.023422177288596246;-0.002098645254612528;-0.003154179674244636;-0.006914870656209758;-0.00919542914626107;-0.002486652940339825;-0.050712934076256135;-0.11369583088185169;-0.019262497511392408;-0.005302645729343414;-0.014656931285668069;-0.01770661696852592;-0.009562203229811614;-0.0033246004355645033;-0.004102250692456321;-0.0019832105793402633;-0.008969232988196444;-0.1256366934179206;-0.015054500881147034;-0.004360580536635607;-0.05287743494496804;-0.0179331971153522;-0.015393521787293002;-0.032710485406326026;-0.02103202737028625;-0.007360284401925289;-0.00379814256226016;-0.0029617148759255242;-0.002997198399483708;-0.002189828073821249;-0.0035233936105052953;-0.019462606259720808;-0.1149663844533667;-0.0062367576411826746;-0.040049642481905914;-0.014578123123039863;-0.0005817632075494046;-0.004841079651509245;-0.007549025282437546;-0.006652070473113205;-0.12620236851905298;-0.021612584354700804;-0.00910331709042361;-0.004336141257911721;-0.016973783179163437;-0.009301921441394074;-0.01622099269409331;-0.052631317965558026;-0.11393525474954658;-0.003723237833035348;-0.01886954147266878;-0.008183194476087596;-0.0037243886723187306;-0.023239029504704422;0.03289740737280829;33
C:50_epsilon:0.1_gamma:5_kernel:poly;0.0003996181488037109;3.5334265339048867e-05;0.00028078556060791017;2.5315753568129362e-05;50;0.1;5;poly;-0.08663644999998006;-0.012268424192306011;-0.0034618446166304676;-0.009826873120592392;-0.014063780545340803;-0.011529761733134553;-0.04385442360897112;-0.007768838198954271;-0.006024496816784966;-0.002200919343999543;-0.008534821019163922;-0.014317975190706482;-0.013235291891943685;-0.051909443597592336;-0.00906604671140001;-0.11524535995007297;-0.003221955914861582;-0.00868141050908956;-0.0039688096133583236;-0.009178403775304066;-0.005657978793576808;-0.008125055968197908;-0.0033660361974833814;-0.019680652742885718;-0.013921155585343693;-0.04243555161932946;-0.002704152791114974;-0.008258676772524157;-0.006331162033998233;-0.11583786364431635;-0.010827099687668425;-0.04190609582890274;-0.006558953716089016;-0.11604780189246316;-0.008820833520875154;-0.0036956434198468532;-0.017867509175555005;-0.0017361857133293614;-0.008546371150521407;-0.01515633062947193;-0.00490830803561958;-0.014126806310548993;-0.005015570831930241;-0.005881765774720951;-0.0525200156249823;-0.011406837769540669;-0.11388142587303185;-0.023431050212014453;-0.0021081460944500957;-0.003145928633465963;-0.006914870145543411;-0.009195430883800995;-0.0024851894981804123;-0.05071290263204126;-0.1137867756977498;-0.01926249682428448;-0.005293590868594614;-0.014628339808596352;-0.01776271507466774;-0.009525689218269663;-0.003316016013068104;-0.004113474370049526;-0.001996759564472088;-0.008969231925396393;-0.12664646145832534;-0.01510822659434676;-0.004342265469817783;-0.05287740407341623;-0.017933196407315413;-0.015386096019447416;-0.0327104814193068;-0.02101802032480849;-0.007348384511535393;-0.003786815866334127;-0.002955534483241689;-0.0030180957635183264;-0.002181050752700506;-0.003524726917794921;-0.019429089769643443;-0.11505797751559006;-0.006230711570176401;-0.04004961852640257;-0.014566022427109759;-0.0005750748554735107;-0.004843019057652565;-0.007549025219009156;-0.006638575214710965;-0.12611109595722333;-0.021630105348078476;-0.009103320634994092;-0.004336141773289713;-0.01698737127745994;-0.009301923631352805;-0.016205789593791504;-0.05263128637590798;-0.1140265117059503;-0.0037011278510498194;-0.01897028023033784;-0.008183194615767435;-0.003723646388430183;-0.02325553448520012;0.03294595103153809;36
C:10_epsilon:0.1_gamma:5_kernel:poly;0.0004400777816772461;8.007158248126449e-05;0.0003151202201843262;6.463986555159234e-05;10;0.1;5;poly;-0.08663644999998006;-0.012268424192306011;-0.0034618446166304676;-0.009826873120592392;-0.014063780545340803;-0.011529761733134553;-0.04385442360897112;-0.007768838198954271;-0.006024496816784966;-0.002200919343999543;-0.008534821019163922;-0.014317975190706482;-0.013235291891943685;-0.051909443597592336;-0.00906604671140001;-0.11524535995007297;-0.003221955914861582;-0.00868141050908956;-0.0039688096133583236;-0.009178403775304066;-0.005657978793576808;-0.008125055968197908;-0.0033660361974833814;-0.019680652742885718;-0.013921155585343693;-0.04243555161932946;-0.002704152791114974;-0.008258676772524157;-0.006331162033998233;-0.11583786364431635;-0.010827099687668425;-0.04190609582890274;-0.006558953716089016;-0.11604780189246316;-0.008820833520875154;-0.0036956434198468532;-0.017867509175555005;-0.0017361857133293614;-0.008546371150521407;-0.01515633062947193;-0.00490830803561958;-0.014126806310548993;-0.005015570831930241;-0.005881765774720951;-0.0525200156249823;-0.011406837769540669;-0.11388142587303185;-0.023431050212014453;-0.0021081460944500957;-0.003145928633465963;-0.006914870145543411;-0.009195430883800995;-0.0024851894981804123;-0.05071290263204126;-0.1137867756977498;-0.01926249682428448;-0.005293590868594614;-0.014628339808596352;-0.01776271507466774;-0.009525689218269663;-0.003316016013068104;-0.004113474370049526;-0.001996759564472088;-0.008969231925396393;-0.12664646145832534;-0.01510822659434676;-0.004342265469817783;-0.05287740407341623;-0.017933196407315413;-0.015386096019447416;-0.0327104814193068;-0.02101802032480849;-0.007348384511535393;-0.003786815866334127;-0.002955534483241689;-0.0030180957635183264;-0.002181050752700506;-0.003524726917794921;-0.019429089769643443;-0.11505797751559006;-0.006230711570176401;-0.04004961852640257;-0.014566022427109759;-0.0005750748554735107;-0.004843019057652565;-0.007549025219009156;-0.006638575214710965;-0.12611109595722333;-0.021630105348078476;-0.009103320634994092;-0.004336141773289713;-0.01698737127745994;-0.009301923631352805;-0.016205789593791504;-0.05263128637590798;-0.1140265117059503;-0.0037011278510498194;-0.01897028023033784;-0.008183194615767435;-0.003723646388430183;-0.02325553448520012;0.03294595103153809;36
C:0.1_epsilon:0.1_gamma:5_kernel:poly;0.00039942264556884765;3.674149433954844e-05;0.00028093814849853514;2.0794480304204864e-05;0.1;0.1;5;poly;-0.08663644999998006;-0.012268424192306011;-0.0034618446166304676;-0.009826873120592392;-0.014063780545340803;-0.011529761733134553;-0.04385442360897112;-0.007768838198954271;-0.006024496816784966;-0.002200919343999543;-0.008534821019163922;-0.014317975190706482;-0.013235291891943685;-0.051909443597592336;-0.00906604671140001;-0.11524535995007297;-0.003221955914861582;-0.00868141050908956;-0.0039688096133583236;-0.009178403775304066;-0.005657978793576808;-0.008125055968197908;-0.0033660361974833814;-0.019680652742885718;-0.013921155585343693;-0.04243555161932946;-0.002704152791114974;-0.008258676772524157;-0.006331162033998233;-0.11583786364431635;-0.010827099687668425;-0.04190609582890274;-0.006558953716089016;-0.11604780189246316;-0.008820833520875154;-0.0036956434198468532;-0.017867509175555005;-0.0017361857133293614;-0.008546371150521407;-0.01515633062947193;-0.00490830803561958;-0.014126806310548993;-0.005015570831930241;-0.005881765774720951;-0.0525200156249823;-0.011406837769540669;-0.11388142587303185;-0.023431050212014453;-0.0021081460944500957;-0.003145928633465963;-0.006914870145543411;-0.009195430883800995;-0.0024851894981804123;-0.05071290263204126;-0.1137867756977498;-0.01926249682428448;-0.005293590868594614;-0.014628339808596352;-0.01776271507466774;-0.009525689218269663;-0.003316016013068104;-0.004113474370049526;-0.001996759564472088;-0.008969231925396393;-0.12664646145832534;-0.01510822659434676;-0.004342265469817783;-0.05287740407341623;-0.017933196407315413;-0.015386096019447416;-0.0327104814193068;-0.02101802032480849;-0.007348384511535393;-0.003786815866334127;-0.002955534483241689;-0.0030180957635183264;-0.002181050752700506;-0.003524726917794921;-0.019429089769643443;-0.11505797751559006;-0.006230711570176401;-0.04004961852640257;-0.014566022427109759;-0.0005750748554735107;-0.004843019057652565;-0.007549025219009156;-0.006638575214710965;-0.12611109595722333;-0.021630105348078476;-0.009103320634994092;-0.004336141773289713;-0.01698737127745994;-0.009301923631352805;-0.016205789593791504;-0.05263128637590798;-0.1140265117059503;-0.0037011278510498194;-0.01897028023033784;-0.008183194615767435;-0.003723646388430183;-0.02325553448520012;0.03294595103153809;36
C:1_epsilon:0.1_gamma:5_kernel:poly;0.0004081869125366211;6.428885096985023e-05;0.0002913188934326172;4.883744059674446e-05;1;0.1;5;poly;-0.08663644999998006;-0.012268424192306011;-0.0034618446166304676;-0.009826873120592392;-0.014063780545340803;-0.011529761733134553;-0.04385442360897112;-0.007768838198954271;-0.006024496816784966;-0.002200919343999543;-0.008534821019163922;-0.014317975190706482;-0.013235291891943685;-0.051909443597592336;-0.00906604671140001;-0.11524535995007297;-0.003221955914861582;-0.00868141050908956;-0.0039688096133583236;-0.009178403775304066;-0.005657978793576808;-0.008125055968197908;-0.0033660361974833814;-0.019680652742885718;-0.013921155585343693;-0.04243555161932946;-0.002704152791114974;-0.008258676772524157;-0.006331162033998233;-0.11583786364431635;-0.010827099687668425;-0.04190609582890274;-0.006558953716089016;-0.11604780189246316;-0.008820833520875154;-0.0036956434198468532;-0.017867509175555005;-0.0017361857133293614;-0.008546371150521407;-0.01515633062947193;-0.00490830803561958;-0.014126806310548993;-0.005015570831930241;-0.005881765774720951;-0.0525200156249823;-0.011406837769540669;-0.11388142587303185;-0.023431050212014453;-0.0021081460944500957;-0.003145928633465963;-0.006914870145543411;-0.009195430883800995;-0.0024851894981804123;-0.05071290263204126;-0.1137867756977498;-0.01926249682428448;-0.005293590868594614;-0.014628339808596352;-0.01776271507466774;-0.009525689218269663;-0.003316016013068104;-0.004113474370049526;-0.001996759564472088;-0.008969231925396393;-0.12664646145832534;-0.01510822659434676;-0.004342265469817783;-0.05287740407341623;-0.017933196407315413;-0.015386096019447416;-0.0327104814193068;-0.02101802032480849;-0.007348384511535393;-0.003786815866334127;-0.002955534483241689;-0.0030180957635183264;-0.002181050752700506;-0.003524726917794921;-0.019429089769643443;-0.11505797751559006;-0.006230711570176401;-0.04004961852640257;-0.014566022427109759;-0.0005750748554735107;-0.004843019057652565;-0.007549025219009156;-0.006638575214710965;-0.12611109595722333;-0.021630105348078476;-0.009103320634994092;-0.004336141773289713;-0.01698737127745994;-0.009301923631352805;-0.016205789593791504;-0.05263128637590798;-0.1140265117059503;-0.0037011278510498194;-0.01897028023033784;-0.008183194615767435;-0.003723646388430183;-0.02325553448520012;0.03294595103153809;36
C:50_epsilon:0.1_gamma:1_kernel:poly;0.0003939628601074219;2.22979374851513e-05;0.000281367301940918;2.1227396249198853e-05;50;0.1;1;poly;-0.08656709477628356;-0.01227607769880994;-0.0034618266007951197;-0.00983805148161234;-0.014038687757929285;-0.0115301940708644;-0.04393976923537465;-0.007779104582646361;-0.0060345791304785;-0.002187706020137723;-0.00855273026085743;-0.014310869630206583;-0.013199123062179794;-0.05205963439960732;-0.009080261206892487;-0.11515043403050858;-0.003209134220110019;-0.008681087633700605;-0.0039661512759591264;-0.009178910642172045;-0.005654470618668708;-0.008125345508868733;-0.003373377087351984;-0.01961774353297571;-0.013934753653614719;-0.042510931682115616;-0.0027016257577009207;-0.008277833690051325;-0.006324403429117886;-0.1157424478767131;-0.010834559072269333;-0.04202859609663845;-0.00656917458738456;-0.11595551820309206;-0.008816081914171933;-0.003717972544708726;-0.0179021136915155;-0.0017180056171582211;-0.008554815645915948;-0.015169663748164683;-0.004925320496410676;-0.014106161542740796;-0.005031959532362928;-0.0058729266581540865;-0.05257049689427939;-0.011434534945348582;-0.11378997170975019;-0.02337252598239639;-0.0020986431565508845;-0.0031541782163999033;-0.006911909822027854;-0.00919534333309889;-0.0024866525980069666;-0.05071742626286396;-0.11369577752715727;-0.019226196911393694;-0.0053026447955337635;-0.014639745436672694;-0.017767487949042777;-0.009534001209306623;-0.0033246011180102283;-0.004102251062541265;-0.00198321171041972;-0.008951424243683557;-0.12664645676109343;-0.01506346201054845;-0.004360580605242115;-0.05288184416013888;-0.017899312822049738;-0.015386017348152812;-0.03276960746273825;-0.02102920523243826;-0.007360284072507355;-0.00379814149449008;-0.0029617153296386165;-0.0029971973070246193;-0.002189828440762549;-0.0035233935557000672;-0.01947314585186168;-0.11496633108728295;-0.006236756931979859;-0.040159753141684226;-0.014573248307220493;-0.0005817612194484174;-0.004841080249489723;-0.007538117760231254;-0.006652070299005614;-0.12620232327990233;-0.021563096105594856;-0.009103270461058943;-0.004346403231617172;-0.017010491267462974;-0.009302392783049986;-0.016216161942619507;-0.052778119144778195;-0.11393520123923258;-0.0037232376425920494;-0.018869536825226445;-0.008195423227353085;-0.0037243885266026945;-0.023256256119172973;0.03293443920775753;40
C:10_epsilon:0.1_gamma:1_kernel:poly;0.0003965854644775391;3.1502556404152526e-05;0.00028254270553588866;2.3886977774845517e-05;10;0.1;1;poly;-0.08656709477628356;-0.01227607769880994;-0.0034618266007951197;-0.00983805148161234;-0.014038687757929285;-0.0115301940708644;-0.04393976923537465;-0.007779104582646361;-0.0060345791304785;-0.002187706020137723;-0.00855273026085743;-0.014310869630206583;-0.013199123062179794;-0.05205963439960732;-0.009080261206892487;-0.11515043403050858;-0.003209134220110019;-0.008681087633700605;-0.0039661512759591264;-0.009178910642172045;-0.005654470618668708;-0.008125345508868733;-0.003373377087351984;-0.01961774353297571;-0.013934753653614719;-0.042510931682115616;-0.0027016257577009207;-0.008277833690051325;-0.006324403429117886;-0.1157424478767131;-0.010834559072269333;-0.04202859609663845;-0.00656917458738456;-0.11595551820309206;-0.008816081914171933;-0.003717972544708726;-0.0179021136915155;-0.0017180056171582211;-0.008554815645915948;-0.015169663748164683;-0.004925320496410676;-0.014106161542740796;-0.005031959532362928;-0.0058729266581540865;-0.05257049689427939;-0.011434534945348582;-0.11378997170975019;-0.02337252598239639;-0.0020986431565508845;-0.0031541782163999033;-0.006911909822027854;-0.00919534333309889;-0.0024866525980069666;-0.05071742626286396;-0.11369577752715727;-0.019226196911393694;-0.0053026447955337635;-0.014639745436672694;-0.017767487949042777;-0.009534001209306623;-0.0033246011180102283;-0.004102251062541265;-0.00198321171041972;-0.008951424243683557;-0.12664645676109343;-0.01506346201054845;-0.004360580605242115;-0.05288184416013888;-0.017899312822049738;-0.015386017348152812;-0.03276960746273825;-0.02102920523243826;-0.007360284072507355;-0.00379814149449008;-0.0029617153296386165;-0.0029971973070246193;-0.002189828440762549;-0.0035233935557000672;-0.01947314585186168;-0.11496633108728295;-0.006236756931979859;-0.040159753141684226;-0.014573248307220493;-0.0005817612194484174;-0.004841080249489723;-0.007538117760231254;-0.006652070299005614;-0.12620232327990233;-0.021563096105594856;-0.009103270461058943;-0.004346403231617172;-0.017010491267462974;-0.009302392783049986;-0.016216161942619507;-0.052778119144778195;-0.11393520123923258;-0.0037232376425920494;-0.018869536825226445;-0.008195423227353085;-0.0037243885266026945;-0.023256256119172973;0.03293443920775753;40
C:0.1_epsilon:0.1_gamma:1_kernel:poly;0.0003972029685974121;4.1303643107385854e-05;0.0002775120735168457;2.5500234198957902e-05;0.1;0.1;1;poly;-0.08656709477628356;-0.01227607769880994;-0.0034618266007951197;-0.00983805148161234;-0.014038687757929285;-0.0115301940708644;-0.04393976923537465;-0.007779104582646361;-0.0060345791304785;-0.002187706020137723;-0.00855273026085743;-0.014310869630206583;-0.013199123062179794;-0.05205963439960732;-0.009080261206892487;-0.11515043403050858;-0.003209134220110019;-0.008681087633700605;-0.0039661512759591264;-0.009178910642172045;-0.005654470618668708;-0.008125345508868733;-0.003373377087351984;-0.01961774353297571;-0.013934753653614719;-0.042510931682115616;-0.0027016257577009207;-0.008277833690051325;-0.006324403429117886;-0.1157424478767131;-0.010834559072269333;-0.04202859609663845;-0.00656917458738456;-0.11595551820309206;-0.008816081914171933;-0.003717972544708726;-0.0179021136915155;-0.0017180056171582211;-0.008554815645915948;-0.015169663748164683;-0.004925320496410676;-0.014106161542740796;-0.005031959532362928;-0.0058729266581540865;-0.05257049689427939;-0.011434534945348582;-0.11378997170975019;-0.02337252598239639;-0.0020986431565508845;-0.0031541782163999033;-0.006911909822027854;-0.00919534333309889;-0.0024866525980069666;-0.05071742626286396;-0.11369577752715727;-0.019226196911393694;-0.0053026447955337635;-0.014639745436672694;-0.017767487949042777;-0.009534001209306623;-0.0033246011180102283;-0.004102251062541265;-0.00198321171041972;-0.008951424243683557;-0.12664645676109343;-0.01506346201054845;-0.004360580605242115;-0.05288184416013888;-0.017899312822049738;-0.015386017348152812;-0.03276960746273825;-0.02102920523243826;-0.007360284072507355;-0.00379814149449008;-0.0029617153296386165;-0.0029971973070246193;-0.002189828440762549;-0.0035233935557000672;-0.01947314585186168;-0.11496633108728295;-0.006236756931979859;-0.040159753141684226;-0.014573248307220493;-0.0005817612194484174;-0.004841080249489723;-0.007538117760231254;-0.006652070299005614;-0.12620232327990233;-0.021563096105594856;-0.009103270461058943;-0.004346403231617172;-0.017010491267462974;-0.009302392783049986;-0.016216161942619507;-0.052778119144778195;-0.11393520123923258;-0.0037232376425920494;-0.018869536825226445;-0.008195423227353085;-0.0037243885266026945;-0.023256256119172973;0.03293443920775753;40
C:1_epsilon:0.1_gamma:1_kernel:poly;0.0005704021453857422;0.00013164881254573027;0.0004132390022277832;0.00011725027399774872;1;0.1;1;poly;-0.08656709477628356;-0.01227607769880994;-0.0034618266007951197;-0.00983805148161234;-0.014038687757929285;-0.0115301940708644;-0.04393976923537465;-0.007779104582646361;-0.0060345791304785;-0.002187706020137723;-0.00855273026085743;-0.014310869630206583;-0.013199123062179794;-0.05205963439960732;-0.009080261206892487;-0.11515043403050858;-0.003209134220110019;-0.008681087633700605;-0.0039661512759591264;-0.009178910642172045;-0.005654470618668708;-0.008125345508868733;-0.003373377087351984;-0.01961774353297571;-0.013934753653614719;-0.042510931682115616;-0.0027016257577009207;-0.008277833690051325;-0.006324403429117886;-0.1157424478767131;-0.010834559072269333;-0.04202859609663845;-0.00656917458738456;-0.11595551820309206;-0.008816081914171933;-0.003717972544708726;-0.0179021136915155;-0.0017180056171582211;-0.008554815645915948;-0.015169663748164683;-0.004925320496410676;-0.014106161542740796;-0.005031959532362928;-0.0058729266581540865;-0.05257049689427939;-0.011434534945348582;-0.11378997170975019;-0.02337252598239639;-0.0020986431565508845;-0.0031541782163999033;-0.006911909822027854;-0.00919534333309889;-0.0024866525980069666;-0.05071742626286396;-0.11369577752715727;-0.019226196911393694;-0.0053026447955337635;-0.014639745436672694;-0.017767487949042777;-0.009534001209306623;-0.0033246011180102283;-0.004102251062541265;-0.00198321171041972;-0.008951424243683557;-0.12664645676109343;-0.01506346201054845;-0.004360580605242115;-0.05288184416013888;-0.017899312822049738;-0.015386017348152812;-0.03276960746273825;-0.02102920523243826;-0.007360284072507355;-0.00379814149449008;-0.0029617153296386165;-0.0029971973070246193;-0.002189828440762549;-0.0035233935557000672;-0.01947314585186168;-0.11496633108728295;-0.006236756931979859;-0.040159753141684226;-0.014573248307220493;-0.0005817612194484174;-0.004841080249489723;-0.007538117760231254;-0.006652070299005614;-0.12620232327990233;-0.021563096105594856;-0.009103270461058943;-0.004346403231617172;-0.017010491267462974;-0.009302392783049986;-0.016216161942619507;-0.052778119144778195;-0.11393520123923258;-0.0037232376425920494;-0.018869536825226445;-0.008195423227353085;-0.0037243885266026945;-0.023256256119172973;0.03293443920775753;40
C:50_epsilon:0.1_gamma:auto_kernel:poly;0.00039519548416137694;2.6917600230100008e-05;0.0002790498733520508;1.988322841512655e-05;50;0.1;auto;poly;-0.08667903019143124;-0.012287779154151832;-0.0034618516316109274;-0.009847458726338972;-0.01400406669533714;-0.011529760541343914;-0.043869038344364404;-0.007779104908451583;-0.006024497096410202;-0.002200916319951266;-0.008552730019355765;-0.014290003055496313;-0.013230985513264458;-0.05190946858434823;-0.009083397347950292;-0.11528456051793423;-0.0032230655937799725;-0.008681410159106041;-0.003968808029191545;-0.009178401915046125;-0.005658945701452151;-0.00812505528122538;-0.003373375812130522;-0.01955528309979842;-0.013945492660555246;-0.04245771033534429;-0.0027069307072530237;-0.008277833922744894;-0.006348331153634266;-0.11588188521980762;-0.010836828314906068;-0.04190611430147098;-0.006569174518476606;-0.11610414375239614;-0.008820832370323772;-0.0036987113922686316;-0.01787538974827551;-0.0017353524625309856;-0.008556543814175666;-0.015133845866174028;-0.004911913160635058;-0.014080512811260475;-0.005021317500630262;-0.005881765243655049;-0.0525739685886135;-0.011406839283679885;-0.11393462017103463;-0.02343104980875652;-0.0021056826921594307;-0.0031534228127225437;-0.006914869763000391;-0.009195430486124676;-0.002489641873485715;-0.05071292738590696;-0.11383767328619739;-0.0192624954158157;-0.005302353419139086;-0.014656931630889354;-0.01770661516075542;-0.009546877145098194;-0.003317753090114613;-0.0041095869368101695;-0.001994690111972302;-0.008969231736828146;-0.12640824196502212;-0.015054498810315368;-0.00436057984938515;-0.0528774280496675;-0.017933195933263413;-0.01539352214317054;-0.03272356586240486;-0.021032026046514347;-0.007360283978113867;-0.0037981420423541974;-0.0029575529548108662;-0.003014900141368826;-0.002185761540048801;-0.0035278286521254858;-0.0194783040815269;-0.11511151567332895;-0.0062367566900621285;-0.04004963722765524;-0.014578122984518693;-0.0005827318162463857;-0.004845986203300297;-0.0075490242090689545;-0.00665207021652752;-0.12620233633450523;-0.021612583679053245;-0.009103319531884573;-0.00433614124030313;-0.01697378151903675;-0.009301922965840429;-0.016220993104342152;-0.05263131086057679;-0.11408011081070589;-0.0037044565455829383;-0.018869539378015433;-0.008183193511953;-0.003731585685053307;-0.023258352365327476;0.03295183749786872;44
C:10_epsilon:0.1_gamma:auto_kernel:poly;0.0003982901573181152;5.12243121730003e-05;0.0002887296676635742;4.076338575991984e-05;10;0.1;auto;poly;-0.08667903019143124;-0.012287779154151832;-0.0034618516316109274;-0.009847458726338972;-0.01400406669533714;-0.011529760541343914;-0.043869038344364404;-0.007779104908451583;-0.006024497096410202;-0.002200916319951266;-0.008552730019355765;-0.014290003055496313;-0.013230985513264458;-0.05190946858434823;-0.009083397347950292;-0.11528456051793423;-0.0032230655937799725;-0.008681410159106041;-0.003968808029191545;-0.009178401915046125;-0.005658945701452151;-0.00812505528122538;-0.003373375812130522;-0.01955528309979842;-0.013945492660555246;-0.04245771033534429;-0.0027069307072530237;-0.008277833922744894;-0.006348331153634266;-0.11588188521980762;-0.010836828314906068;-0.04190611430147098;-0.006569174518476606;-0.11610414375239614;-0.008820832370323772;-0.0036987113922686316;-0.01787538974827551;-0.0017353524625309856;-0.008556543814175666;-0.015133845866174028;-0.004911913160635058;-0.014080512811260475;-0.005021317500630262;-0.005881765243655049;-0.0525739685886135;-0.011406839283679885;-0.11393462017103463;-0.02343104980875652;-0.0021056826921594307;-0.0031534228127225437;-0.006914869763000391;-0.009195430486124676;-0.002489641873485715;-0.05071292738590696;-0.11383767328619739;-0.0192624954158157;-0.005302353419139086;-0.014656931630889354;-0.01770661516075542;-0.009546877145098194;-0.003317753090114613;-0.0041095869368101695;-0.001994690111972302;-0.008969231736828146;-0.12640824196502212;-0.015054498810315368;-0.00436057984938515;-0.0528774280496675;-0.017933195933263413;-0.01539352214317054;-0.03272356586240486;-0.021032026046514347;-0.007360283978113867;-0.0037981420423541974;-0.0029575529548108662;-0.003014900141368826;-0.002185761540048801;-0.0035278286521254858;-0.0194783040815269;-0.11511151567332895;-0.0062367566900621285;-0.04004963722765524;-0.014578122984518693;-0.0005827318162463857;-0.004845986203300297;-0.0075490242090689545;-0.00665207021652752;-0.12620233633450523;-0.021612583679053245;-0.009103319531884573;-0.00433614124030313;-0.01697378151903675;-0.009301922965840429;-0.016220993104342152;-0.05263131086057679;-0.11408011081070589;-0.0037044565455829383;-0.018869539378015433;-0.008183193511953;-0.003731585685053307;-0.023258352365327476;0.03295183749786872;44
