modelName;R2;MSE;MAE
Linear Reg;-4.685586529439648;418.6287109067272;16.38370255494982
Ridge Reg;-0.5982711315520242;117.68041520722446;8.407520253589519
Lasso Reg;0.06238434388437053;69.0364716838345;6.82942535855789
ElasticNet;0.09696575115223205;66.49024890260948;6.504788810860097
KNN;-0.23297842451732498;90.78397905982905;7.961666666666667
SVR;-0.7050563100522262;125.54298864410963;9.7220568542374
RF;-0.15190635672053143;84.81465732730774;7.890373076923079
MLP;-0.45459450384142186;107.10153101744446;8.80886439675061
