422.4;486.3;670;843.6;940.5;970.3;996.8;1005.4;1412.8;1439.2;1461.8;1890.6;1900.9;1926.6;1932.2;2019.8;2109.9;2151.3;2222.1;2281.1;2324.3;Y;Linear;Ridge;Lasso;ElasticNet;kNN;SVR;RF;MLP
-0.8162690746683636;-0.7344914660654842;-0.7480007869490465;-0.8315665570578543;-0.8699482043204666;-0.8723590183119958;-0.8776064147776294;-0.8720122631270495;-0.9162441397395518;-0.9139211989251529;-0.9130385332237405;-0.8445547221098789;-0.8316837956334108;-0.7700052288521584;-0.756805920242366;-0.7490559896532822;-0.7408983847385304;-0.7312662357506331;-0.7991333889279403;-0.6385108724840493;-0.49682505666080673;39.800000000000004;22.62186060429615;19.73587766700171;17.439921874157193;17.439921874157193;15.743333333333332;18.701584595024475;19.062100000000022;17.20947378547999
-1.016632395169379;-0.9724476729347649;-1.0225684314942562;-0.9885717158484104;-0.9969018643826532;-0.9912525571591444;-0.9671292996564311;-0.952616117073525;-0.9096678211596566;-0.8954769333499396;-0.8790897109913394;-0.7242123040782682;-0.8053988641346673;-0.6954763838767711;-0.6638862235238655;-0.44653032742785953;-0.30111906096941665;-0.21907344113275132;-0.4440165887479654;-0.20535985395278344;-0.14795095378474532;28.89;-20.0655216332849;24.03946322805094;22.692591433666554;22.692591433666554;21.766666666666666;12.502898551948864;20.654900000000005;13.113766446526263
-1.1903787188625348;-1.2160982572081562;-1.2297685710900204;-1.1572990402217627;-1.1591532436927385;-1.153851782993744;-1.1440862913642145;-1.142233159252613;-1.134631915688924;-1.1184387723033564;-1.114336398102801;-1.0263476530810733;-1.0421268667502213;-1.0266258509267119;-1.0097612096186057;-0.9210873350659117;-0.9037198531155851;-0.909383311611274;-1.0124843920590938;-0.8644785829163578;-0.8308959510409225;12.680000000000001;37.45443661798887;38.29196445838973;22.469240682377286;22.469240682377286;22.250000000000004;25.93992790745929;19.93974999999999;24.316268461225004
0.782776284095335;0.6839368518533454;0.6551978748804724;0.9084609230494222;1.0227024546428687;1.0283898767011797;1.0498358466980993;1.0751225649242928;1.0594767441175081;1.0323515107724355;1.0167344161656884;1.1698602966849714;1.2379826634023452;1.4134789052057992;1.4189477492643017;1.3119532459834335;1.2446133630000145;1.216195545749225;1.312166165864357;1.160679093491645;0.9100957730017192;6.11;43.42602286322754;17.088608003907076;13.500089567890758;13.500089567890758;14.136666666666665;13.016745611277383;15.364200000000034;15.512869054473207
1.4161484533796123;1.4744908730255308;1.2742447873486116;1.1029859942072853;1.0918168699534407;1.084363055307845;1.0448549144254524;1.0191748525548492;0.9374484279465756;0.9315493736287613;0.9201367166404132;0.8379440700745617;0.9202728176412688;0.8410721318356907;0.8288821614562293;0.6466519653724166;0.4786868551296974;0.5200343141849595;0.6277925330835532;0.8537311881174662;1.1422242694040845;8.81;1.909935785551755;14.827443910974775;15.680429341212333;15.680429341212333;13.526666666666667;2.77373931181265;12.80375000000003;16.9730478743314
1.5996348255479387;1.5989285341775148;1.6814257784540025;1.693594507030553;1.7222655193074623;1.7375300373989673;1.7088453214161445;1.6843519393391653;1.753307282384072;1.774119219905633;1.7877732178312036;1.5337426496654878;1.4963083907645787;1.3017546641934765;1.290699157411418;1.2955794343681388;1.2920504321779995;1.1433481557449807;1.219787639585021;0.8189367956112057;0.6025698502246729;6.86;0.4657790269138869;17.514932330321102;10.84371209947242;10.84371209947242;16.009999999999998;26.57524928773167;15.361700000000026;21.607351316263344
0.16673997688181236;0.11908648175161013;0.14554805482814812;0.3210142510576839;0.39069344157584157;0.3994325035188001;0.4163648078797705;0.41892440806606346;0.38605979299704274;0.3571323027146573;0.3340481632641146;0.48370316640801153;0.5765571553625798;0.5998148255155246;0.6032614915948977;0.4942904585885497;0.34701526661945253;0.2964355815477758;0.4467100539975695;0.17747638404527438;0.0473655285520414;10.860000000000001;-4.84763399404098;-1.3373920927661302;10.26626074981088;10.26626074981088;8.836666666666668;7.222854488016087;8.026949999999985;3.298455605485841
0.7848334836108053;0.6926419530985104;0.6007574956717447;0.7759600307032068;0.8214772449644109;0.8176264561723622;0.8382890475413821;0.8601939192835673;0.8553119445689362;0.8286691494202789;0.8109114005597637;0.9558267106046605;1.0028812274009586;1.086540051652086;1.0784856581759914;1.0067222425892495;0.932496861331738;0.913418442260929;0.9801251854446289;0.7235296574350346;0.6255680253406929;9.29;2.175701766223123;14.126387839488372;12.081150375636867;12.081150375636867;12.799999999999999;14.376831765231742;9.986000000000008;12.075836964097608
0.3190202148616146;0.252086675053221;0.13937082262960618;-0.014356457140968004;-0.062385050118907374;-0.07573713243288903;-0.08352262617125808;-0.0726809843170808;-0.1195260365939794;-0.15938667739380225;-0.19054318406285647;-0.11330899173822262;0.031002863109471965;0.08574526395732282;0.0761295629188765;-0.14955711214268835;-0.3258902118954704;-0.38811885179722844;-0.2212722220296244;-0.4685373274780901;-0.5350371219712731;14.15;6.843550203210094;6.825913673847524;12.283831720779633;12.283831720779633;12.746666666666666;13.07140451102357;9.363949999999997;16.856815849090015
0.7462768173073878;0.5954685348637059;0.15838130166007258;-0.038717003547512424;-0.08929030465052268;-0.11165142330949822;-0.13961613585102553;-0.14136081932171365;-0.3986531537966673;-0.4731281091783243;-0.5301842831006116;-0.6211102908563694;-0.3631171148993229;-0.3759036387110725;-0.4105407254503052;-0.8367728375923545;-1.1473343526809732;-1.3013970975125966;-0.980378903697011;-1.4855389050672678;-1.627170429733268;1.74;10.5892037645575;15.96735524645047;14.634165928215902;14.634165928215902;17.366666666666667;18.058002337228775;19.559999999999985;16.54835500048621
0.2727411380693533;0.26521980467742995;0.2799920401097819;0.36282779955416694;0.3723393328160694;0.3785206074109208;0.3550672058792987;0.34000859294569197;0.4186906758040319;0.4091143083357986;0.4000501364784729;0.3228403064987986;0.37800053258005906;0.2714264164958963;0.24437954892278554;0.09056849744782819;-0.0297709573137894;-0.02921253283538173;0.1372557862888236;0.05918850558121412;0.08311350367150598;3.07;7.911522547514435;10.116750245105504;12.728163722017685;12.728163722017685;13.413333333333334;15.4458651153874;10.956949999999992;8.926166351441882
1.319918989890557;1.426713453185738;1.6234180007111632;1.5560364658543648;1.4684551709392655;1.4528890562299943;1.4875151857525806;1.5154672463594108;1.4964355072376874;1.503888357478057;1.5079782563343247;1.7150414289064666;1.6628437879534275;1.841334429767467;1.8654465525118324;1.9765220761470124;2.016565626668119;2.0567223254125744;1.9562072788902958;2.1266967676147996;2.219647705419796;17.67;24.497796222436616;25.234023991393816;14.00917077547069;14.00917077547069;12.943333333333333;8.7537112587678;12.96140000000004;19.284069475012814
0.9510552044608359;0.9778136898428194;1.0014890057430956;1.0407372528365801;1.0361286350660828;1.0479035425814924;1.0195039329661058;1.0012439294924558;1.1274770353571313;1.1373396510466558;1.1482593488913373;0.9278796849736305;0.9231602139977767;0.715069276438033;0.6945903374704727;0.6544490185225568;0.6290282016661435;0.4623840188975506;0.5788191221249851;0.17597493746432882;-0.08722606445648694;15.229999999999999;17.94716714087924;16.125079346175127;8.500497465858968;8.500497465858968;11.386666666666667;7.140821507069472;9.600799999999996;8.85257666282625
1.4548554534937757;1.5387308301912002;1.6990468496343418;1.5323765546320804;1.48064716537479;1.4735547231154082;1.4839714041894256;1.4887728876891562;1.396276825288458;1.4103943255622973;1.4181682828993445;1.4795067519870388;1.3889068709570087;1.3876137080146853;1.4036395619078574;1.5532484135464697;1.618626226524232;1.6997207820734883;1.6276151302282118;1.9705300031249295;2.2047324928242586;14.91;54.84784943215911;11.827616692342069;13.758937288303002;13.758937288303002;16.93;20.935262288660834;14.217400000000028;13.46269999161736
1.2268544487329949;1.1869038480744711;1.1749490655188624;1.235711449112559;1.2820754555698632;1.2885926075405498;1.2976327640612986;1.2827692983949617;1.2730528148302707;1.276919489399674;1.2813741994399381;1.2006953646503662;1.183054760047046;1.1147422872474297;1.1114332797215956;1.147695326287156;1.181431170408981;1.1411556082655465;1.1590254946184995;0.9974294179568765;0.8853428669921068;16.06;-18.96290237078675;0.424553254553153;10.620925059040557;10.620925059040557;10.660000000000002;10.960004710217252;12.335500000000023;11.751499064723616
0.9670301499290487;0.9830216550386264;1.1057884734114818;1.185714840964024;1.1579339764367682;1.1559629956402033;1.1626387877902735;1.1714754619611232;1.2372976985630397;1.239682953238394;1.2415345278378798;1.2551728476191424;1.2411203007764173;1.2488113764622175;1.2481564040521989;1.2581181380967859;1.262287232515702;1.2506048377546173;1.260659431214718;1.0719958247866632;0.8828601094511727;17.06;0.3328733916120938;6.795783318363036;9.992440891582447;9.992440891582447;10.486666666666665;12.113258681687077;12.357000000000037;10.188357618521417
