model;mean_fit_time;std_fit_time;mean_score_time;std_score_time;param_C;param_epsilon;param_gamma;param_kernel;split0_test_score;split1_test_score;split2_test_score;split3_test_score;split4_test_score;split5_test_score;split6_test_score;split7_test_score;split8_test_score;split9_test_score;split10_test_score;split11_test_score;split12_test_score;split13_test_score;split14_test_score;split15_test_score;split16_test_score;split17_test_score;split18_test_score;split19_test_score;split20_test_score;split21_test_score;split22_test_score;split23_test_score;split24_test_score;split25_test_score;split26_test_score;split27_test_score;split28_test_score;split29_test_score;split30_test_score;split31_test_score;split32_test_score;split33_test_score;split34_test_score;split35_test_score;split36_test_score;split37_test_score;split38_test_score;split39_test_score;split40_test_score;split41_test_score;split42_test_score;split43_test_score;split44_test_score;split45_test_score;split46_test_score;split47_test_score;split48_test_score;split49_test_score;split50_test_score;split51_test_score;split52_test_score;split53_test_score;split54_test_score;split55_test_score;split56_test_score;split57_test_score;split58_test_score;split59_test_score;split60_test_score;split61_test_score;split62_test_score;split63_test_score;split64_test_score;split65_test_score;split66_test_score;split67_test_score;split68_test_score;split69_test_score;split70_test_score;split71_test_score;split72_test_score;split73_test_score;split74_test_score;split75_test_score;split76_test_score;split77_test_score;split78_test_score;split79_test_score;split80_test_score;split81_test_score;split82_test_score;split83_test_score;split84_test_score;split85_test_score;split86_test_score;split87_test_score;split88_test_score;split89_test_score;split90_test_score;split91_test_score;split92_test_score;split93_test_score;split94_test_score;split95_test_score;split96_test_score;split97_test_score;split98_test_score;split99_test_score;mean_test_score;std_test_score;rank_test_score
C:1_epsilon:0.05_gamma:0.0001_kernel:rbf;0.004486584663391113;0.0016264654212037246;0.0009961986541748046;0.0006382213139030098;1;0.05;0.0001;rbf;-0.05798333216449403;-0.04899962600454005;-0.06110234849018507;-0.04132588392646012;-0.03427407007769246;-0.05131104289846927;-0.06364296419978825;-0.06295445678229869;-0.06340920349665566;-0.053662191051580675;-0.06430172571417601;-0.059630847450568625;-0.04690191564670926;-0.03988090086673147;-0.04308845923895624;-0.04272811584795693;-0.04476239661216594;-0.048460313707928374;-0.06910222851741313;-0.06523942925994422;-0.06026618326404154;-0.059330302782818166;-0.04551840718796971;-0.06657844604082645;-0.05760747678478151;-0.03825507687643979;-0.04191000161472736;-0.05588039093254523;-0.043680132710278465;-0.06765384748999283;-0.06865287809950767;-0.047821660969093745;-0.03257438771367693;-0.06482009322920385;-0.04735987590277135;-0.07078838974212612;-0.043763968360721994;-0.05238477147894453;-0.03481749985344727;-0.06722603382615124;-0.03455744463900837;-0.051509287300387195;-0.04060262020184712;-0.04272114172303917;-0.10877773696971;-0.03731318478560521;-0.05378183558457881;-0.059733351944354834;-0.05716148170799968;-0.03298197423235921;-0.05269871036722059;-0.0793352562548167;-0.045438213274054055;-0.06453454959033156;-0.046462033370368507;-0.03274284541101056;-0.05708397124030272;-0.05812461835599546;-0.03652209320812998;-0.05188540477464767;-0.06400819176307697;-0.05621888015497181;-0.049944859736590685;-0.06401714427124794;-0.04805358244855138;-0.08583988929730904;-0.03619300355802938;-0.061521293993864426;-0.027142604883217812;-0.036722822970112846;-0.07763411276675698;-0.03716427718176724;-0.03312734948399607;-0.08695913159912295;-0.0494436189280734;-0.04686757192899941;-0.06870642990016472;-0.045104590604566196;-0.042621361018873385;-0.03419178095075446;-0.04844290847244669;-0.05370834418196827;-0.030848238462722388;-0.030140597196986103;-0.036636378202104684;-0.07962656754176158;-0.09663416049168942;-0.03513644109785916;-0.05655194211183351;-0.06597066701653011;-0.04831624997037465;-0.061831777094233965;-0.06568365918123831;-0.05418300528672689;-0.061133862142580465;-0.04279250148563067;-0.05399953657578332;-0.03705277708599853;-0.04648053058806525;-0.0596372005224797;-0.052899088738996076;0.014813714145471465;132
C:0.1_epsilon:0.05_gamma:0.001_kernel:rbf;0.004229598045349121;0.0009370047022302066;0.0010772275924682618;0.0017395578608539765;0.1;0.05;0.001;rbf;-0.057983950937006486;-0.04899958617230172;-0.06110261056721861;-0.04132611276234945;-0.034274281267564564;-0.05131128670933276;-0.06364345579097741;-0.06295474301886757;-0.0634093965604219;-0.05366255953880953;-0.06430237143886994;-0.05963149764127403;-0.04690228941429895;-0.03988118224312737;-0.043088543543294534;-0.04272823621941073;-0.04476262852727765;-0.048460643351639396;-0.06910250034649222;-0.0652396626871342;-0.060266705185269574;-0.059330428734517084;-0.045518459613448074;-0.06657861591427462;-0.05760785426702617;-0.03825520667295964;-0.04191026279017243;-0.055880650748781104;-0.04368045804316469;-0.06765423171933121;-0.0686534581009624;-0.047821944853135324;-0.032574681148903016;-0.06482041418367818;-0.047360240013976644;-0.07078860132497172;-0.043764284200024484;-0.05238536015201402;-0.034817777301858255;-0.06722633912641977;-0.03455762579496539;-0.051509797481787634;-0.04060287392026036;-0.0427213217687169;-0.10877783763446536;-0.03731355688112738;-0.053782322607317135;-0.05973396035025883;-0.05716187444336038;-0.03298220566489992;-0.052699255933099355;-0.07933564856175113;-0.04543850577060913;-0.06453518551825245;-0.046462138212055026;-0.03274294857156966;-0.05708414794618875;-0.05812492033227527;-0.03652239433193038;-0.05188562320093728;-0.06400866208156068;-0.05621922238153885;-0.049945168886443736;-0.06401784673071746;-0.048053886801795016;-0.08584012915249482;-0.036193244296551554;-0.06152164878735723;-0.027142724849450805;-0.036723033479510406;-0.07763470274549504;-0.03716449630736899;-0.033127523590579334;-0.08695951632659309;-0.04944420387472978;-0.04686794322726493;-0.06870643456706092;-0.0451047567761732;-0.04262168227096381;-0.03419203845995036;-0.04844327485553271;-0.053708932065879844;-0.030848503194062373;-0.030140780509831235;-0.03663666530711424;-0.07962703172623332;-0.09663412666974244;-0.03513669447872473;-0.05655219923443392;-0.06597091389002563;-0.04831613842282772;-0.06183203130779422;-0.0656841456201138;-0.05418335059660736;-0.061134470137701506;-0.04279267596797924;-0.053999955031160514;-0.037053051299320475;-0.04648085983833977;-0.059637362765440856;-0.052899396862708524;0.014813748954690129;133
C:50_epsilon:0.01_gamma:0.001_kernel:poly;0.0037581896781921386;0.0021977395530500066;0.0007322621345520019;0.0005335616348816635;50;0.01;0.001;poly;-0.057989314566569396;-0.04701434872519487;-0.06150977745175539;-0.04207765258204371;-0.03453522371197327;-0.049696826439597636;-0.06426477601169646;-0.06358452746935668;-0.06184942157836457;-0.05318166776821178;-0.06493726559091799;-0.058460577271551885;-0.04729127086149271;-0.040941679858615125;-0.043582234704554114;-0.042591451212635786;-0.045256165592555506;-0.04804100099466347;-0.06979354419745348;-0.06536105071483134;-0.05948887977378311;-0.05577181616832319;-0.045940822690126594;-0.06364778593654559;-0.05828250741126586;-0.037305284902025254;-0.0425729889167185;-0.056973660087728695;-0.045204591775593196;-0.06830166319568703;-0.0688491463886196;-0.04690662377484345;-0.033087149109045026;-0.06351579859936968;-0.047273697930761686;-0.07102580035399723;-0.044216603255611185;-0.051125063510399325;-0.03539554328368337;-0.06711189227415021;-0.03504051879601766;-0.051765749172454634;-0.04110915313403128;-0.043310276437352135;-0.10960260783539966;-0.03809573344315039;-0.054521160738180585;-0.06061627742245397;-0.05727269364530311;-0.03346199821718439;-0.05363069813003594;-0.07994181883400404;-0.04570698300273796;-0.06577414607364512;-0.04415458958000698;-0.032986214146540356;-0.056490741629052245;-0.05876516495194517;-0.03751599558984002;-0.05238901248337605;-0.06463907854685734;-0.05462725240447281;-0.05106352143804579;-0.06503388943931322;-0.04808310310544178;-0.08319315022015443;-0.037244734883568296;-0.06255271878611167;-0.02511588258339972;-0.037307451319472856;-0.07808761601091442;-0.037245504189218744;-0.0336134805775049;-0.08789759562887677;-0.05034241549932986;-0.046045916128353855;-0.0687786909553985;-0.045610646824367225;-0.043414220999885844;-0.035809077647641095;-0.048542752975900404;-0.05243878226913817;-0.03135590311881208;-0.030374319839937807;-0.037529853734635514;-0.08054239954202577;-0.09021125338474129;-0.03565052101007288;-0.05737363342501379;-0.06664890385882248;-0.04600802718735803;-0.06253828944389113;-0.06592884547492726;-0.0535446533874663;-0.06143544400636977;-0.041290158462295425;-0.05472993380725987;-0.03778330455298043;-0.04719498503530511;-0.060170734511987484;-0.05293107276122295;0.01460075799740314;134
C:0.1_epsilon:0.01_gamma:0.0001_kernel:rbf;0.0049274682998657225;0.0011066368376635766;0.0011896824836730958;0.0007542175378100094;0.1;0.01;0.0001;rbf;-0.058050473852595715;-0.047045832294966006;-0.06155462080222553;-0.04212065227995757;-0.034567760326825236;-0.04975748705468308;-0.06430704156088853;-0.06363868822749819;-0.0618764563463866;-0.053207790383230924;-0.0649754806946855;-0.05847847647771731;-0.0473470275028409;-0.04099373616448173;-0.04361588694977966;-0.04260918316530676;-0.04529915112789464;-0.048110824196076395;-0.06984563658732912;-0.06540003139577615;-0.059547338583851174;-0.055781385515455695;-0.045968415670583296;-0.06368015125235844;-0.05832529144871185;-0.03733233144113851;-0.04261998356665501;-0.05702164613873704;-0.045262870751253084;-0.06834566540109117;-0.06887717017655294;-0.046945010218204714;-0.033129777360220346;-0.0635532932974381;-0.04730298497297456;-0.07106601080676807;-0.044244549146081696;-0.051183700044995416;-0.035437048248263395;-0.06715871147041337;-0.035078337047924665;-0.05179897130160501;-0.041144668122213755;-0.04334481776394525;-0.10964634243700074;-0.038147931354248155;-0.05457700908371341;-0.06064252030557767;-0.05732800281375542;-0.033499704055078225;-0.0536765443780543;-0.07999055999646958;-0.045735673637879816;-0.06583375647189527;-0.04417355484187887;-0.03301109087872276;-0.05651869740613563;-0.05882489226912262;-0.03757194304064005;-0.05242792343920231;-0.06467700104035591;-0.05466422504484403;-0.05112971875746166;-0.06505915379778872;-0.04813557851272319;-0.08322092040349797;-0.03729400366167918;-0.06261389960353847;-0.025130162203435814;-0.037345424093914836;-0.07813177158005101;-0.03728440421713935;-0.03364410232589006;-0.08793635721548491;-0.050395492649966143;-0.04608535638886839;-0.06881245056878338;-0.04564410233054171;-0.04346464981496895;-0.03585998494124441;-0.048569521763861125;-0.052492307765698555;-0.03139682477079849;-0.03040729016798333;-0.03757917276909617;-0.08060029274878541;-0.09022483973311177;-0.03569373847120236;-0.0574256641835346;-0.06669880307405396;-0.04603418307690623;-0.06258970800496622;-0.06597633454121944;-0.05358426244510465;-0.061465350549489296;-0.04134181650848045;-0.054767783454696725;-0.03783865490623529;-0.0472380495213399;-0.060204018210931576;-0.05297215889367632;0.01460137455772672;135
C:10_epsilon:0.01_gamma:0.001_kernel:poly;0.0038121533393859863;0.0021024345732288123;0.0006984972953796387;9.692627109056093e-05;10;0.01;0.001;poly;-0.058135159666676296;-0.04711409776478206;-0.06159782655957535;-0.042164517779627285;-0.0346047451542447;-0.049871687004115095;-0.06437298436902748;-0.06369347070394901;-0.06192003888623983;-0.05325493747331237;-0.06505238493839527;-0.05854264511044746;-0.04741089372999401;-0.041051367039785285;-0.04365273563524025;-0.04262411470661538;-0.045345882573592664;-0.048186340281937086;-0.06989780438535285;-0.06543947677160729;-0.05965466300107605;-0.05582905472252365;-0.045999379398159075;-0.06371977041394646;-0.05838618687309496;-0.03736640335049286;-0.04266761912545581;-0.05708469818881344;-0.04532699635528346;-0.0684090706324251;-0.06893909622366075;-0.047025674329782254;-0.03317781082341169;-0.06358938986560782;-0.047351029300853914;-0.0711079771368308;-0.04429720136769702;-0.051262619035281246;-0.035486578283229375;-0.06721181464674025;-0.035116485966205445;-0.051860443584544606;-0.0411902167464124;-0.04338164284546763;-0.10968402039540344;-0.03820855776790425;-0.05465329332635909;-0.060712507993441134;-0.057388451299093465;-0.03354308134275795;-0.05375152308465447;-0.08005811239440629;-0.04578894788425827;-0.06592704597598065;-0.044205129298411784;-0.03303667537722432;-0.05654408601357212;-0.05888907479785768;-0.037631196607287365;-0.05246679979047005;-0.06473574218565663;-0.0546982998630848;-0.05120082619042591;-0.06513527668032208;-0.048188779417287574;-0.0832679871470303;-0.03734725873292135;-0.06267772031419556;-0.025157670108757912;-0.037386509510505254;-0.0782019226222067;-0.03732576200676382;-0.03367777502257912;-0.08800999951365973;-0.050473419797222495;-0.04613470918614275;-0.06884125868147219;-0.045681255256534534;-0.04352168438859592;-0.03593361817748477;-0.048618947437152914;-0.0525673904866621;-0.031442631285945134;-0.030440663545637823;-0.037632948429711634;-0.08067824976616707;-0.09026953823018759;-0.03574176384552864;-0.05747700026576467;-0.06674956530451112;-0.04606534438128468;-0.06264175738248441;-0.06604528190697052;-0.0536288784820004;-0.06153285238541986;-0.041439028878684454;-0.05483035466282036;-0.03789710435208315;-0.04729636053198778;-0.06024045455185129;-0.053026970270163;0.014605298044921278;136
C:1_epsilon:0.01_gamma:0.001_kernel:poly;0.003501877784729004;0.00046839669490293217;0.0007048559188842774;0.00015122837203074982;1;0.01;0.001;poly;-0.058168007954498634;-0.04713656389291332;-0.06161766726590986;-0.04218409204075779;-0.034620409208265555;-0.04991108874979542;-0.06439735968905178;-0.06371801250760989;-0.06193594937886365;-0.05327144398857076;-0.06507831026456555;-0.058561136978994816;-0.04743784077102197;-0.041076076457380734;-0.043668614235785976;-0.042631477291943144;-0.04536609412207423;-0.04821908747834239;-0.06992129239055991;-0.06545714228417741;-0.05969202525398339;-0.0558419526665373;-0.046012566553684055;-0.06373599385378172;-0.05840954378845259;-0.0373801779457047;-0.042688937687460904;-0.05710972619962101;-0.04535456931449354;-0.06843326594421072;-0.06895935798459547;-0.04705249952591681;-0.03319823266645279;-0.06360597129502053;-0.0473684483267063;-0.07112648909631637;-0.044315353832552105;-0.05129360641268292;-0.03550708411037329;-0.06723433169552828;-0.035133604572463124;-0.051881779702743346;-0.041208475261530396;-0.04339772233634085;-0.10970235896111251;-0.038233973763542074;-0.05468305454825785;-0.06073417986237394;-0.05741453675806962;-0.03356134810623486;-0.05377874043009619;-0.08008430688178586;-0.045807415699766006;-0.06596149463428234;-0.04421651607559158;-0.033048043182113206;-0.05655610702110989;-0.05891698485525485;-0.03765715035185052;-0.052484333528726876;-0.06475752173446042;-0.054714309505461446;-0.05123175832002879;-0.065158108713172;-0.04821258529662594;-0.08328485781466567;-0.037370353425879146;-0.06270588265841123;-0.02516708456288629;-0.03740433055186846;-0.07822766770051601;-0.03734384235123134;-0.03369226609821638;-0.08803531614643688;-0.05050293552925353;-0.046154715427739974;-0.06885534956386895;-0.04569715794173224;-0.043545892960887206;-0.03596168567038589;-0.04863610619052781;-0.0525963585432817;-0.0314621725447463;-0.030455612208681804;-0.037656184968230054;-0.08070884973553953;-0.09028266989681147;-0.03576232104954704;-0.0575002841864828;-0.06677225161405133;-0.04607826432331133;-0.06266506956246012;-0.0660715068833324;-0.05364785738864344;-0.06155479069894349;-0.04147258647884075;-0.0548529735992618;-0.03792274132539187;-0.04731920660311389;-0.0602561573054644;-0.05304857514718795;0.01460632659608336;137
C:0.1_epsilon:0.01_gamma:0.001_kernel:poly;0.003954548835754395;0.0015162883095879817;0.0007959675788879395;0.0004813261797090562;0.1;0.01;0.001;poly;-0.05817129345285015;-0.047138810962222;-0.06161965193573726;-0.04218605006474346;-0.03462197605269243;-0.04991503009859768;-0.0643997977956507;-0.06372046728552942;-0.0619375408645009;-0.05327309506098015;-0.06508090327143273;-0.05856298670337501;-0.04744053611954638;-0.04107854800125892;-0.043670202416906466;-0.04263221381917368;-0.045368115786625876;-0.048222363124476815;-0.06992364178635205;-0.06545890923244051;-0.05969576271226388;-0.05584324285025749;-0.0460138855095887;-0.06373761674191004;-0.058411880066643086;-0.037381555868794526;-0.042691070084424465;-0.05711222989853204;-0.045357327255506244;-0.06843568605400428;-0.06896138462635365;-0.047055182829878445;-0.03320027531458824;-0.06360762991062636;-0.04737019062261615;-0.07112834074045908;-0.04431716944048127;-0.05129670590573867;-0.03550913515681674;-0.06723658409775006;-0.035135316958252893;-0.0518839139181698;-0.04121030150100768;-0.043399330730908924;-0.1097041932367102;-0.03823651597978632;-0.05468603130464493;-0.06073634745315613;-0.05741714611186528;-0.033563175248493164;-0.05378146280572906;-0.08008692690505288;-0.045809263000908484;-0.06596494043314256;-0.04421765506325104;-0.03304918024602465;-0.05655730949606388;-0.05891977647402818;-0.03765974640345954;-0.05248608754088356;-0.0647597003001117;-0.05471591095387358;-0.05123485231206489;-0.06516039231859141;-0.048214966464602244;-0.08328654553521488;-0.037372663437186864;-0.06270869964039186;-0.025168026256019816;-0.03740611332169656;-0.07823024273548695;-0.03734565083694674;-0.03369371570735644;-0.08803784833014548;-0.05050588790587205;-0.046156716613645773;-0.06885675891767169;-0.04569874852923325;-0.04354831441029458;-0.03596449334651174;-0.04863782236891834;-0.05259925597946611;-0.0314641272246465;-0.03045710750592434;-0.037658509434935074;-0.08071191041272682;-0.09028398341858883;-0.03576437732689542;-0.05750261311156959;-0.06677452100234042;-0.04607955679379274;-0.06266740142484248;-0.06607412992201675;-0.05364975585028262;-0.06155698496323373;-0.04147594348658913;-0.054855235982732495;-0.03792530566962737;-0.047321491949380144;-0.06025772789893181;-0.05305073619934225;0.014606429593757785;138
C:50_epsilon:0.01_gamma:0.0001_kernel:poly;0.0037828731536865235;0.0012293031089098377;0.0007883048057556152;0.0002990963686029291;50;0.01;0.0001;poly;-0.058171475984105714;-0.04713893580183918;-0.06161976219836446;-0.04218615884704422;-0.03462206310194588;-0.04991524906868468;-0.06439993324907971;-0.06372060366526675;-0.06193762928270311;-0.05327318678946704;-0.06508104732989649;-0.05856308946870257;-0.047440685864566214;-0.04107868531245539;-0.043670290650904414;-0.04263225473878742;-0.045368228104040044;-0.04822254510975451;-0.06992377231151599;-0.06545900739835392;-0.05969597035541043;-0.05584331452919381;-0.04601395878620262;-0.0637377069052577;-0.05841200986300114;-0.03738163242255379;-0.04269118855381105;-0.05711236899771231;-0.04535748047789299;-0.06843582050763232;-0.0689614972200372;-0.047055331906504745;-0.033200388797512866;-0.06360772205846403;-0.047370287418930186;-0.07112844361196836;-0.0443172703095158;-0.05129687810382411;-0.0355092491063141;-0.06723670923492521;-0.03513541209359653;-0.0518840324889095;-0.041210402960824816;-0.0433994200885398;-0.10970429514314439;-0.038236657217311724;-0.05468619668337814;-0.06073646787701826;-0.057417291080267614;-0.03356327675888029;-0.05378161405223688;-0.08008707246496677;-0.045809365631527175;-0.06596513187139559;-0.04421771834198993;-0.03304924341775253;-0.05655737630221866;-0.05891993156722886;-0.037659890632155864;-0.05248618498940708;-0.06475982133479341;-0.05471599992581352;-0.05123502420466448;-0.06516051918770237;-0.04821509875481081;-0.08328663930095365;-0.037372791774040404;-0.06270885614337737;-0.02516807857362311;-0.03740621236801381;-0.07823038579579604;-0.0373457513107816;-0.03369379624386998;-0.0880379890097967;-0.05050605193107991;-0.04615682779363305;-0.06885683721651764;-0.045698836896909414;-0.04354844893841748;-0.035964649333481;-0.04863791771378261;-0.052599416951501644;-0.03146423582092872;-0.030457190580291133;-0.0376586385763065;-0.0807120804539739;-0.09028405639390637;-0.035764491567494845;-0.057502742499142674;-0.06677464708350446;-0.046079628600246836;-0.0626675309761859;-0.06607427564926958;-0.05364986132342022;-0.061557106869113566;-0.0414761299936791;-0.05485536167331596;-0.03792544813664106;-0.04732161891699894;-0.06025781515582247;-0.05305085626080496;0.014606435316610709;139
C:10_epsilon:0.01_gamma:0.0001_kernel:poly;0.003460652828216553;0.00037440246845505613;0.0008681440353393555;0.0011228931560764502;10;0.01;0.0001;poly;-0.05817162200938097;-0.04713903567371777;-0.06161985040871154;-0.042186245873121364;-0.03462213274152544;-0.0499154242452212;-0.06440004161205642;-0.06372071276929703;-0.061937700017429806;-0.05327326017242957;-0.06508116257686164;-0.05856317168118757;-0.04744080566084297;-0.04107879516166659;-0.043670361238229545;-0.04263228747458407;-0.04536831795817799;-0.04822269069835473;-0.06992387673188437;-0.06545908593123778;-0.05969613647042229;-0.05584337187252025;-0.0460140174075836;-0.06373777903616339;-0.05841211370032823;-0.03738169366574024;-0.042691283329529574;-0.05711248027740343;-0.04535760305605892;-0.06843592807076963;-0.06896158729518455;-0.047055451168118594;-0.033200479584040085;-0.0636077957769149;-0.04737036485614038;-0.07112852590935549;-0.044317351004888726;-0.051297015862597384;-0.035509340266098484;-0.06723680934494582;-0.03513548820208352;-0.051884127345748154;-0.04121048412883509;-0.04339949157482098;-0.1097043766684603;-0.038236770207577944;-0.054686328986625087;-0.06073656421627299;-0.05741740705532296;-0.033563357967378124;-0.05378173504970311;-0.08008718891312547;-0.045809447736220144;-0.0659652850223607;-0.044217768965115284;-0.033049293955249935;-0.05655742974730043;-0.05892005564203598;-0.037660006015391344;-0.05248626294848265;-0.06475991816278465;-0.05471607110355701;-0.05123516171905921;-0.06516062068315458;-0.0482152045872016;-0.08328671431380778;-0.03737289444373825;-0.06270898134606577;-0.02516812042780987;-0.03740629160533632;-0.07823050024425554;-0.037345831690031084;-0.033693860673285905;-0.08803810155372145;-0.05050618315156836;-0.046156916737853396;-0.06885689985570694;-0.04569890759117384;-0.043548556561156866;-0.035964774123396895;-0.04863799398978885;-0.05259954572938922;-0.0314643226981769;-0.030457257039958052;-0.037658741889733865;-0.08071221648724786;-0.09028411477431621;-0.035764582960199694;-0.05750284600940933;-0.06677474794874255;-0.04607968604560356;-0.06266763461752416;-0.06607439223129509;-0.0536499457021568;-0.06155720439399215;-0.041476279199842814;-0.05485546222597811;-0.037925562110519215;-0.04732172049139768;-0.06025788496146003;-0.05305095231020229;0.014606439894951351;140
C:1_epsilon:0.01_gamma:0.0001_kernel:poly;0.003647744655609131;0.0019601386008053527;0.0006793999671936035;0.00012491809839908997;1;0.01;0.0001;poly;-0.05817165486510104;-0.04713905814491306;-0.0616198702560693;-0.042186265454018324;-0.03462214841045257;-0.04991546366000003;-0.06440006599375461;-0.06372073731773342;-0.06193771593276489;-0.05327327668361698;-0.06508118850745226;-0.058563190179023304;-0.04744083261503714;-0.0410788198777689;-0.043670377120393594;-0.042632294840151616;-0.04536833817538426;-0.04822272345583563;-0.06992390022649675;-0.0654591036011563;-0.05969617384636098;-0.05584338477478796;-0.04601403059740622;-0.06373779526564409;-0.05841213706375586;-0.03738170744548013;-0.04269130465409302;-0.05711250531537838;-0.04535763063617818;-0.06843595227250417;-0.06896160756211576;-0.047055478002020534;-0.03320050001103166;-0.06360781236358973;-0.04737038227953213;-0.0711285444262898;-0.04431736916136552;-0.05129704685835873;-0.03550936077707292;-0.06723683186973499;-0.03513550532651909;-0.05188414868856672;-0.0412105023916566;-0.043399507659256285;-0.10970439501167713;-0.03823679563041838;-0.05468635875488704;-0.060736585892625296;-0.05741743314975041;-0.033563376239313186;-0.053781762274164736;-0.08008721511398961;-0.04580946620980178;-0.06596531948137402;-0.04421778035533384;-0.03304930532620089;-0.056557441772462365;-0.058920083558897905;-0.03766003197665284;-0.052486280489306265;-0.0647599399491129;-0.054716087118573266;-0.05123519265983659;-0.06516064351965122;-0.048215228399518244;-0.08328673119173233;-0.03737291754444709;-0.06270900951670763;-0.025168129845014157;-0.037406309433766834;-0.07823052599518503;-0.03734584977538455;-0.03369387516992931;-0.08803812687613029;-0.05050621267621804;-0.04615693675033077;-0.06885691394953765;-0.04569892349739913;-0.04354858077630253;-0.035964802201173846;-0.04863801115190525;-0.05259957470444513;-0.03146434224558516;-0.03045727199340444;-0.03765876513529526;-0.08071224709476818;-0.09028412790992599;-0.03576460352358585;-0.05750286929924571;-0.0667747706434586;-0.046079698970832396;-0.06266765793685716;-0.06607441846227763;-0.0536499646874008;-0.06155722633711125;-0.04147631277129142;-0.054855484850351355;-0.03792558775467381;-0.04732174334567398;-0.060257900667744224;-0.05305097392134464;0.014606440925085055;141
C:0.1_epsilon:0.01_gamma:0.0001_kernel:poly;0.003332991600036621;0.00046023459701596196;0.0006746387481689453;0.00014369880975647543;0.1;0.01;0.0001;poly;-0.05817165815067371;-0.04713906039203303;-0.06161987224080567;-0.042186267412108604;-0.03462214997734572;-0.04991546760147913;-0.064400068431925;-0.06372073977257765;-0.06193771752429883;-0.05327327833473612;-0.0650811911005118;-0.05856319202880741;-0.04744083531045721;-0.041078822349379734;-0.04367037870861031;-0.04263229557670865;-0.045368340197105395;-0.048222726731584634;-0.06992390257595857;-0.06545910536814856;-0.05969617758395607;-0.05584338606501513;-0.046014031916388705;-0.06373779688859273;-0.058412139400099206;-0.03738170882345459;-0.04269130678654991;-0.057112507819176754;-0.045357633394190744;-0.0684359546926782;-0.06896160958880936;-0.04705548068541152;-0.03320050205373129;-0.06360781402225767;-0.04737038402187169;-0.07112854627798369;-0.04431737097701356;-0.051297049957935645;-0.03550936282817083;-0.0672368341222146;-0.03513550703896316;-0.05188415082284919;-0.04121050421793914;-0.043399509267700274;-0.10970439684599927;-0.03823679817270305;-0.05468636173171386;-0.060736588060260936;-0.05741743575919395;-0.033563378066507166;-0.053781764996611546;-0.08008721773407661;-0.04580946805716046;-0.06596532292727628;-0.044217781494356005;-0.03304930646329627;-0.05655744297497889;-0.05892008635058472;-0.03766003457277969;-0.05248628224338928;-0.06475994212774634;-0.054716088720075405;-0.0512351957539151;-0.06516064580330125;-0.04821523078075048;-0.0832867328795255;-0.03737291985451851;-0.06270901233377257;-0.02516813078673484;-0.03740631121661054;-0.07823052857027847;-0.037345851583920335;-0.03369387661959416;-0.08803812940837168;-0.05050621562868379;-0.04615693875157908;-0.06885691535892098;-0.04569892508802198;-0.043548583197817695;-0.03596480500895249;-0.0486380128681172;-0.05259957760195136;-0.031464344200326545;-0.03045727348874951;-0.037658767459852194;-0.08071225015552089;-0.0902841292234873;-0.03576460557992502;-0.057502871628229875;-0.06677477291293096;-0.04607970026335576;-0.06266766026879111;-0.06607442108537644;-0.05364996658592578;-0.06155722853142359;-0.041476316128437454;-0.05485548711278918;-0.03792559031908994;-0.04732174563110232;-0.060257902238373;-0.053050976082459435;0.01460644102809857;142
