model;mean_fit_time;std_fit_time;mean_score_time;std_score_time;param_C;param_epsilon;param_gamma;param_kernel;split0_test_score;split1_test_score;split2_test_score;split3_test_score;split4_test_score;split5_test_score;split6_test_score;split7_test_score;split8_test_score;split9_test_score;split10_test_score;split11_test_score;split12_test_score;split13_test_score;split14_test_score;split15_test_score;split16_test_score;split17_test_score;split18_test_score;split19_test_score;split20_test_score;split21_test_score;split22_test_score;split23_test_score;split24_test_score;split25_test_score;split26_test_score;split27_test_score;split28_test_score;split29_test_score;split30_test_score;split31_test_score;split32_test_score;split33_test_score;split34_test_score;split35_test_score;split36_test_score;split37_test_score;split38_test_score;split39_test_score;split40_test_score;split41_test_score;split42_test_score;split43_test_score;split44_test_score;split45_test_score;split46_test_score;split47_test_score;split48_test_score;split49_test_score;split50_test_score;split51_test_score;split52_test_score;split53_test_score;split54_test_score;split55_test_score;split56_test_score;split57_test_score;split58_test_score;split59_test_score;split60_test_score;split61_test_score;split62_test_score;split63_test_score;split64_test_score;split65_test_score;split66_test_score;split67_test_score;split68_test_score;split69_test_score;split70_test_score;split71_test_score;split72_test_score;split73_test_score;split74_test_score;split75_test_score;split76_test_score;split77_test_score;split78_test_score;split79_test_score;split80_test_score;split81_test_score;split82_test_score;split83_test_score;split84_test_score;split85_test_score;split86_test_score;split87_test_score;split88_test_score;split89_test_score;split90_test_score;split91_test_score;split92_test_score;split93_test_score;split94_test_score;split95_test_score;split96_test_score;split97_test_score;split98_test_score;split99_test_score;mean_test_score;std_test_score;rank_test_score
C:50_epsilon:0.05_gamma:0.1_kernel:poly;0.011868088245391846;0.0017974067337755174;0.0006821775436401368;0.00011608301485179409;50;0.05;0.1;poly;-0.0061153308073166384;-0.013870558056461499;-0.023404218809413856;-0.014518430405237889;-0.013414168992974948;-0.009334198496822776;-0.015217765058060485;-0.022712230053807785;-0.02307828430084733;-0.021062636775634774;-0.014227940714965512;-0.02000784473429189;-0.012873682001485871;-0.006953664458750823;-0.013746706840113143;-0.020834686395848942;-0.009716798496197516;-0.008407584222266904;-0.026422111732863535;-0.028034441410883182;-0.010184010070817751;-0.011775028333687798;-0.018634690652907886;-0.0238447020662729;-0.014380738552037349;-0.007356556703017167;-0.014865112733966712;-0.02181447319554374;-0.012789484012253834;-0.01934895213200363;-0.021929529596785773;-0.01269559443871249;-0.003032739138615437;-0.01984089293538459;-0.017256156175968995;-0.026343817444192674;-0.013819682089204612;-0.011034319996824946;-0.011801117435821615;-0.021411472722622036;-0.012204887967298824;-0.010205369816671138;-0.012314469484199718;-0.015514592846297809;-0.05597025992764414;-0.004497586717892223;-0.010342849800976805;-0.018244811030245913;-0.010391651018431917;-0.013670683120217143;-0.008318534237951859;-0.025202385999636836;-0.015442010528564254;-0.011458233623655724;-0.012116298099493232;-0.014303653747922461;-0.029164575547424597;-0.008799728081009168;-0.010380956531255509;-0.02053124703004765;-0.02238185493321503;-0.017976630435525855;-0.01050296547302998;-0.019388112003447786;-0.013728746012574719;-0.03396268222156795;-0.01107120657809902;-0.018673376492066865;-0.0032719129615630485;-0.009473411161108926;-0.022631790488335236;-0.011392886455208869;-0.01604583186278058;-0.033556149153203714;-0.011268951118495981;-0.007532069532982869;-0.026715411769631527;-0.013322183345467418;-0.007132220675074105;-0.009864962920326148;-0.01109781487115967;-0.008019188449466537;-0.013806064996587144;-0.007124268375591229;-0.00901214834373379;-0.025720617050434297;-0.033093962297750155;-0.01015335494441373;-0.015056465874565118;-0.026036107124776532;-0.0158221106347273;-0.022489383376533792;-0.010845109943674018;-0.02070549781457967;-0.01515188953041921;-0.0070815421228364595;-0.01223580622789101;-0.005543173408304846;-0.016464943727939593;-0.025877788630957597;-0.015884177316877714;0.00794026277252105;25
C:0.1_epsilon:0.1_gamma:1_kernel:poly;0.009102966785430908;0.002836882986687275;0.000646519660949707;0.0004080515384213782;0.1;0.1;1;poly;-0.007244530623771139;-0.012707345336299407;-0.023127966804106864;-0.014711932555840237;-0.014850793448302861;-0.009698186009612208;-0.01386337468268428;-0.02279528990988194;-0.025101632630619274;-0.019561931113274245;-0.011922467086021203;-0.016612845208704638;-0.01426176734619125;-0.008504431716012823;-0.014052645394611742;-0.019082855526844175;-0.009995597672259523;-0.010950933428516387;-0.025806398050371104;-0.02770432142695039;-0.011620353401514965;-0.011815216077512741;-0.0198876812419113;-0.02296604453088252;-0.012740633539806685;-0.0064767194418538995;-0.015559269662281064;-0.021530785515627014;-0.015033810473250857;-0.01758191729399897;-0.021502973167547467;-0.01380449103857672;-0.004449965474761719;-0.02134463944134503;-0.01554876921611209;-0.027334676089714155;-0.01098582924475271;-0.01039124961703831;-0.014027471391969859;-0.021743290787270764;-0.012607050908051596;-0.01004100581481205;-0.012426923631371094;-0.016782591859871642;-0.055008269630305646;-0.0066294784945464995;-0.00869831283153465;-0.01385264328545129;-0.011843618195147036;-0.012641106606739474;-0.009337392532850214;-0.022567008440211037;-0.012706738675707652;-0.014407334833703716;-0.012231452599290807;-0.015737294458313726;-0.02865965107766903;-0.009195693819094544;-0.012111029538066755;-0.020722871613326855;-0.02181281588557631;-0.018127750457903397;-0.011514858169515396;-0.015454294784577853;-0.01479955347299656;-0.03137313802838243;-0.014171427380075034;-0.019926077266821697;-0.004935089672191091;-0.009775805910344515;-0.02699481217746204;-0.010314004300282247;-0.01586910085583682;-0.029219370001088023;-0.009881570681863402;-0.007163008706365239;-0.027468472339561324;-0.014881742117285145;-0.008528009282501452;-0.009295718086160379;-0.00951329703820831;-0.010930557506468597;-0.015509041709490171;-0.006948759342071813;-0.009104869784829165;-0.02386307637044491;-0.033792772381661784;-0.010806989242096445;-0.01564285098795238;-0.025290461466570286;-0.016881496119240617;-0.02315218066974717;-0.009383465332140123;-0.021624770502797055;-0.016570245520395443;-0.010755868637656294;-0.010664043717624387;-0.005154191410964109;-0.014040658639790086;-0.026726757330777288;-0.015949734747523866;0.0075794484303433884;26
C:1_epsilon:0.1_gamma:5_kernel:rbf;0.002905411720275879;0.0027925801672325566;0.0006298470497131348;0.0005443587500867241;1;0.1;5;rbf;-0.0086235142732705;-0.011325462929258292;-0.023849915272886612;-0.01493603259621336;-0.014572040799683333;-0.013147799126569005;-0.012633767478351808;-0.02085247318659262;-0.02341428645750745;-0.01800323803668183;-0.012620064699189465;-0.01163621343387465;-0.014584832786765816;-0.007468328492417922;-0.01230150142268415;-0.018314122514597502;-0.009760946856969068;-0.012204615921375147;-0.027088028497211085;-0.02841336789728175;-0.011626923610155035;-0.011405838597120679;-0.019192845656388114;-0.024178593456359598;-0.013679061450927609;-0.007592182908878572;-0.012664091130519443;-0.021098542579950186;-0.014594742146172795;-0.01771256253614844;-0.023514916705470137;-0.012699339636514602;-0.004832330595041446;-0.022292233097221958;-0.014733117274554513;-0.026020807411957992;-0.01278435451568298;-0.012868532840364138;-0.015191293121650228;-0.019856953019782516;-0.014355544881003874;-0.011354047150392529;-0.01221960647933396;-0.019339735950205956;-0.056884594511558695;-0.0064923839449492786;-0.0073827900740500805;-0.011585155264935807;-0.010489041509748583;-0.012327932235650024;-0.009884791954358922;-0.021374066675919526;-0.013280499258774415;-0.01321946551641163;-0.012880184926089826;-0.017544380101332288;-0.027822966843669927;-0.00982818218944414;-0.014148382085273793;-0.020754158387205186;-0.02267936676200577;-0.01814624885945294;-0.010468433800578872;-0.018380507820002993;-0.014832901839538079;-0.029141297338044356;-0.014400500252942951;-0.01692292805274497;-0.005147052435471796;-0.009646438911782322;-0.02448577230339974;-0.012508195355277843;-0.017501282341157418;-0.028123470111902527;-0.010203432767278073;-0.008962197361278575;-0.02604697098498675;-0.013704385064472002;-0.010195877543758893;-0.011685492286692052;-0.009936808014462343;-0.010660604163880975;-0.01675978001137891;-0.007420880532759684;-0.00993063175797672;-0.022717584974116467;-0.03265264049309027;-0.012187317575058532;-0.015241333104406068;-0.026075614132110358;-0.014943382294038014;-0.023940133332322287;-0.00928308216008295;-0.021802466480411013;-0.017219747774323474;-0.00999957800886689;-0.012133647320286038;-0.0050208820244488726;-0.012797117081106868;-0.025600725065969176;-0.015969644334044155;0.007402045300879213;27
C:0.1_epsilon:0.01_gamma:1_kernel:poly;0.028362715244293214;0.005230288925776136;0.0009078478813171387;0.0006917229523078195;0.1;0.01;1;poly;-0.005418821478295151;-0.01656614070944195;-0.021625845401802086;-0.014904244392658713;-0.01349337716972554;-0.009839112920163401;-0.013620690661408932;-0.022688243300183437;-0.022905235685107855;-0.021858267738694762;-0.01709671824237757;-0.02161433675324322;-0.012986320944401183;-0.0065131222569195235;-0.013738041542899445;-0.01954202605029142;-0.009306234554834116;-0.008656893315346009;-0.025287260626635156;-0.027156792540867707;-0.009894621047304155;-0.012199438682590021;-0.017965392836190388;-0.023009923408445637;-0.015688891725108036;-0.007131765993595434;-0.013902622289468048;-0.021521534910526097;-0.01318038191796227;-0.019063190813075483;-0.021139034082605247;-0.012218527826934255;-0.003125259122678674;-0.019455792052348705;-0.01791748148653151;-0.023921609023078987;-0.01608294419956308;-0.01351370521477138;-0.011880032229484269;-0.021430800977465827;-0.012595307748773368;-0.011272743544298641;-0.012180930407294536;-0.01488645375044013;-0.055494520281126815;-0.003331388296699182;-0.011394889752558953;-0.017936473705882833;-0.009986437549753629;-0.018011345288712732;-0.007906678625965939;-0.025860149106213964;-0.018437655167918912;-0.009394065349899955;-0.013120449594634792;-0.015267461478421365;-0.028702877958316476;-0.007750422612066799;-0.012191337994320933;-0.01964766099660046;-0.022079878974014863;-0.017694229840435217;-0.011583414175587212;-0.020326142110513187;-0.012670971674278544;-0.03328780675903947;-0.010667171728427887;-0.016950631330854816;-0.003759057013939826;-0.009021691094240423;-0.020260746330737035;-0.012585759337068984;-0.017361741772559083;-0.0343714847894388;-0.014683849943277595;-0.007422524841215121;-0.02773133844068145;-0.013198145676044229;-0.006807907897296217;-0.009796350011233551;-0.010688072023163271;-0.007348115768276744;-0.016371718114774312;-0.007982147587053049;-0.00982637506955652;-0.02602495970745723;-0.032644469076709905;-0.011658030305461054;-0.014174257625932078;-0.02407605174207328;-0.016547695977856602;-0.022059008994659037;-0.010677167951205144;-0.02017794101516562;-0.015478440198409016;-0.005979403259031467;-0.01257831456899409;-0.005516600641609112;-0.019190746276571885;-0.024931780688451876;-0.016006220656682203;0.007785822163237572;28
C:10_epsilon:0.1_gamma:1_kernel:rbf;0.004386868476867676;0.0006728894362746774;0.0007031965255737305;0.00024343418704099112;10;0.1;1;rbf;-0.005653024432408231;-0.012701537353507633;-0.025672756789618664;-0.015118223892922611;-0.013054943524539368;-0.012610068110960824;-0.012527502519642514;-0.023199501214222408;-0.025161011139938582;-0.0161989545278677;-0.011910850405517199;-0.013820718601801984;-0.013950501661051627;-0.006923788824964036;-0.013600407869560342;-0.019330573659892186;-0.009541207191395512;-0.013048827074157944;-0.025931462226617397;-0.027153652944271557;-0.013956167823049726;-0.010682752858677461;-0.01950025595356465;-0.023996860850746603;-0.012994615796253233;-0.0062727000554187885;-0.014523379570515534;-0.02008646646575188;-0.014546024491511253;-0.017186702196604117;-0.021318917726056055;-0.013051077692973501;-0.0035655252122146538;-0.02184507227497448;-0.014853036295789034;-0.02948476151035251;-0.011283944725133905;-0.012020162632020695;-0.016634947621406437;-0.02043137573536558;-0.01509675969380162;-0.009983469894108666;-0.012634950211650717;-0.0170326549970385;-0.057848383462576834;-0.010142256478085636;-0.007701395057426186;-0.011484131701100906;-0.011180288260100315;-0.0118995507842671;-0.008667433693845627;-0.020822423436096044;-0.013385299625682329;-0.016176595049139306;-0.012248483407181378;-0.01629046560075863;-0.02770806746180987;-0.009338751501578391;-0.012835365677390385;-0.021476904385583983;-0.02022025345706359;-0.017406926620734134;-0.009699614805260362;-0.01627784566929113;-0.01571047279546016;-0.029877160500592904;-0.018022186799212095;-0.019517769855194073;-0.004724088433041503;-0.009577233047153423;-0.025373950810525774;-0.011454867743981653;-0.016746383814969186;-0.028392502648873608;-0.011657315034955146;-0.008114456011318216;-0.02899710592436091;-0.014462625212263795;-0.008019346984403321;-0.010307268999996524;-0.012480845255966183;-0.010303901563049432;-0.015202741142348793;-0.006964957561595562;-0.009069596070455535;-0.02204155500196874;-0.03344908071166501;-0.012618801185756647;-0.015244728278669788;-0.025644751469637652;-0.014869697180632862;-0.023877907237498688;-0.009040551112295882;-0.021118762851415143;-0.018051865642691036;-0.013693019809448703;-0.011244729239912588;-0.004575367633520274;-0.012014587160369116;-0.026206275397578648;-0.016015709885075887;0.007651269723707554;29
C:50_epsilon:0.05_gamma:1_kernel:poly;6.555665202140808;2.478831171120913;0.0008014106750488282;0.00027940988189713734;50;0.05;1;poly;-0.012394577691309264;-0.011873256538800408;-0.030623079104615192;-0.01566671869262125;-0.01534288705882842;-0.012546392413597724;-0.009268269761050814;-0.020562318636542863;-0.019795915965816462;-0.013787700970766882;-0.01439285004586356;-0.01246938043946593;-0.013685291854451422;-0.006587738210233934;-0.013180524544043582;-0.017949956767280954;-0.010511792123585351;-0.01453590131236174;-0.018963563828515332;-0.027654366378991685;-0.010820097414532895;-0.009878682532014989;-0.020198369734120605;-0.01897230224400549;-0.006657112692283656;-0.008517952932117531;-0.0101173140098252;-0.017218620324284683;-0.015067456096086236;-0.014806211739489466;-0.014005953753978092;-0.011646910791846534;-0.007101781859885993;-0.011399164122571671;-0.013698277160949379;-0.046883920331845484;-0.014937876474058887;-0.014906507980866773;-0.016634892756145776;-0.015222729773237624;-0.01622839872732363;-0.010508865685031439;-0.011541203662401809;-0.012239242533157377;-0.04805077405671549;-0.041048536290516635;-0.006536621053746479;-0.014071176027454328;-0.006500875617763591;-0.01610544891889826;-0.008586458602927161;-0.018805862341200585;-0.007177112365452785;-0.023375740166881234;-0.015643517449424372;-0.021834026501380305;-0.02608673222336216;-0.005403789198691437;-0.019717075402615858;-0.014383391042142656;-0.015797258516125564;-0.014748313519740536;-0.018175474005962824;-0.022903203844307173;-0.010149408030296408;-0.021466950546323985;-0.030717297619001528;-0.01586865758216069;-0.006250581231765938;-0.008906071867442375;-0.021726710274533878;-0.014204845149966594;-0.012451967182432735;-0.02128157117794181;-0.02117033367515146;-0.005140388828515534;-0.027336238991103944;-0.011444586987899798;-0.011136611709570995;-0.009815413154003891;-0.027745757724410885;-0.009135608250354782;-0.019676375942725297;-0.01165387113289426;-0.009138821373126315;-0.020636178495537793;-0.036759887751099014;-0.01630421056471184;-0.010302901348288963;-0.01889209975543427;-0.011135709546978435;-0.01774888124525157;-0.006843971008901009;-0.02299905996164932;-0.013676044172653076;-0.025593103338694755;-0.01171092507951628;-0.007924438880687227;-0.010286018155378236;-0.025425566061153017;-0.016086107786136714;0.00805689213967112;30
C:50_epsilon:0.05_gamma:0.1_kernel:rbf;0.006011202335357666;0.001073875902274427;0.000771784782409668;0.00016722007616427184;50;0.05;0.1;rbf;-0.005527905904355886;-0.014321719123254683;-0.02492523317912856;-0.014930110874415967;-0.012628898892916157;-0.010077136104761325;-0.016400950772150744;-0.02281829992109189;-0.024225976456259027;-0.020939467877671838;-0.013407014020490103;-0.020676508734270172;-0.013181973277067667;-0.006817020297555306;-0.013897178274128641;-0.02152515458441073;-0.009991471162683455;-0.008954410477155405;-0.028500039452459814;-0.028802808607082744;-0.009730083684476497;-0.012493176312581808;-0.01883857090872015;-0.0254366264158056;-0.01531400548136265;-0.008154010772081822;-0.016575144657473874;-0.02217542493239246;-0.012504830698455045;-0.020018482776809777;-0.02276903379875748;-0.01262879706743749;-0.002717494884213309;-0.022886342662012105;-0.016956768262853573;-0.02855356000787758;-0.014146581031311242;-0.010267862115757533;-0.011969925337006046;-0.023551104990253233;-0.013243819698421;-0.010563822452107983;-0.012641028712686386;-0.016609405425895753;-0.05827543612948799;-0.004301652386226643;-0.010266433196899401;-0.01817810077821701;-0.012149344111048904;-0.013126216496236019;-0.008527833162396812;-0.025619919340376773;-0.01715355313367042;-0.011463748576472844;-0.012506323213529921;-0.013865810551936964;-0.030613861558219192;-0.010047365997030855;-0.009454073344287434;-0.022014329600460805;-0.0225763355891814;-0.02001762369350457;-0.009639425383062535;-0.01845731954384905;-0.015322830237579804;-0.03515112029433416;-0.010939027450626167;-0.01970667072040768;-0.0033677156381387314;-0.010323053826796135;-0.022573749633857637;-0.011459777253214011;-0.017196040979074123;-0.0341320040348928;-0.011045674460029561;-0.009060185576330178;-0.02952495633589769;-0.013768576856085313;-0.007137146019490182;-0.010343686993737371;-0.012031489009317714;-0.008001545378361622;-0.012347000329802479;-0.007199976561625622;-0.009094530535482084;-0.026640791162683683;-0.037248532201102226;-0.009650870614037523;-0.016144833134230967;-0.026911285300583;-0.017260754348480126;-0.02358264491579759;-0.01162055782571652;-0.02163724231032917;-0.01616569477789311;-0.007235107837630294;-0.01244767996076592;-0.0048216727283504806;-0.017143149060114424;-0.027722115277599886;-0.01647509576446552;0.008466307134772567;31
C:1_epsilon:0.05_gamma:1_kernel:rbf;0.0036764144897460938;0.0015388249843034092;0.0007544302940368652;0.00017361546209116756;1;0.05;1;rbf;-0.00531961750542624;-0.015199266977714482;-0.025558512270984202;-0.014201694721574174;-0.01040209975426627;-0.010009064200816757;-0.01650875034381541;-0.021827034072349438;-0.023433386696207044;-0.02053022714614943;-0.016084354860920202;-0.023742095538865127;-0.012558104651062116;-0.005597073222692778;-0.013129734564283646;-0.022543823181747833;-0.010092085985033526;-0.009861607212198096;-0.029448872079940885;-0.027851707590679425;-0.010366496034000418;-0.011710996877844548;-0.018219205026492522;-0.0261979836535364;-0.015840754754754764;-0.009005235282604319;-0.01665362432967759;-0.02176694594200332;-0.012120767978795178;-0.019411296084653154;-0.023276466003035286;-0.011446954930465533;-0.002864819416682089;-0.023093797263088568;-0.016753733922856857;-0.029021856400755632;-0.014148857310166692;-0.00966373144668205;-0.011578523701604147;-0.022801074657864507;-0.01337661381137229;-0.011397033586539262;-0.012017891309346338;-0.016287369500284594;-0.057818514348903956;-0.004724674437360193;-0.010458551708819406;-0.01933443389045148;-0.012684127126187253;-0.012378586689431322;-0.008592093599918624;-0.025983440471917602;-0.017511182731907816;-0.012175768321104305;-0.012171058464690599;-0.01372172021888941;-0.030678525081163487;-0.009713875163875858;-0.00973667374773262;-0.02240738472499236;-0.022402805043412827;-0.01941253047166601;-0.009134135859931015;-0.020710239802208184;-0.014832699765203293;-0.035319737136320375;-0.01101181082769564;-0.019499007949442936;-0.0036106211594021244;-0.010643523696830904;-0.022534897374925523;-0.011753758517502254;-0.01652250755798557;-0.03499727854240229;-0.010908428163180309;-0.009088564019250771;-0.028610896908929703;-0.013631326960255645;-0.0072099141060087074;-0.010632885838689227;-0.012118839508486084;-0.007192473002988709;-0.012751246335339259;-0.007792893912522916;-0.00928407507800827;-0.026673932905843804;-0.03636670138068525;-0.010170773947710992;-0.015867923779385035;-0.026082789802856474;-0.017742962009347867;-0.024082601490937078;-0.01157185996848649;-0.021520716919823657;-0.016183735781566313;-0.007618750918252925;-0.013146242141109469;-0.004105385231019006;-0.017543501887678496;-0.02732220981409143;-0.016506189380465622;0.008469914791902797;32
C:50_epsilon:0.1_gamma:0.1_kernel:poly;0.006533966064453125;0.001602895116684315;0.0007178497314453125;0.001032622019831338;50;0.1;0.1;poly;-0.007268524975095281;-0.013011949189452731;-0.024493329819171572;-0.015019610616079515;-0.014646475461113828;-0.010381292766660178;-0.014959825829295708;-0.023098176852935054;-0.02584356460343477;-0.019473187451577546;-0.012460061008454962;-0.01756590689343059;-0.013945149181692698;-0.008389797340775954;-0.014675647458047579;-0.019957198291146366;-0.010510392379265559;-0.010452759335521622;-0.027574424982959082;-0.0289091816754887;-0.011339754230048765;-0.012176839175933873;-0.020007850770099228;-0.024669458064389305;-0.013846784407406837;-0.007489466796298984;-0.015836354960749578;-0.02170244080005159;-0.01449839187005063;-0.020038176671905404;-0.022834057760442783;-0.013425328394340042;-0.0043214132163577985;-0.023346732644945068;-0.015278973520836783;-0.02774882619931655;-0.011464336730974013;-0.010891263560204287;-0.013781213129088737;-0.022557776356366098;-0.01316822987528326;-0.010346746792696386;-0.013248064313714272;-0.017684073739967995;-0.05744644129552676;-0.005653827654907959;-0.008172176946137515;-0.015094564702993498;-0.013020618654338673;-0.01265931215466725;-0.009578057028494617;-0.024059921174325677;-0.014584483888006419;-0.014447185838648022;-0.01282603716001838;-0.01520438393105138;-0.029883813074899596;-0.010031680908143938;-0.01178481680178501;-0.021167899231477102;-0.022780742478202647;-0.018930577716176896;-0.011040306898139882;-0.015830463033715787;-0.015801968782231716;-0.03199284608201009;-0.012693058522506412;-0.020429489954624135;-0.004918159407595676;-0.010346921462319855;-0.02728622443164877;-0.011303461142113204;-0.016491875758387772;-0.030793197982717596;-0.009871827224006216;-0.008199875125498362;-0.029082499390718154;-0.01579853261317056;-0.008703665330178393;-0.010108674085916002;-0.010732442616777896;-0.010336856447493077;-0.015753821152434736;-0.007254156480132216;-0.008996610354196298;-0.02487027825396826;-0.03561722923604637;-0.01100659457193289;-0.016474061790176086;-0.027443844446115865;-0.01779528311358936;-0.024714753693133012;-0.010411590259079565;-0.022626479774956812;-0.01737570131537859;-0.01055646036449461;-0.011572470502675342;-0.00494277806060288;-0.014312720836703647;-0.026751140287101644;-0.016519038715173566;0.00797678018346895;33
C:50_epsilon:0.01_gamma:0.1_kernel:poly;0.017242388725280763;0.002497263886704522;0.0008070182800292969;0.00044301510537222543;50;0.01;0.1;poly;-0.005395183052343935;-0.016507368988281427;-0.02315450379149608;-0.01478310473915833;-0.01317922690670297;-0.010640410450043556;-0.014714139738624564;-0.023356582371315906;-0.02308373323109368;-0.02187962353711189;-0.018815765959017156;-0.022402630549960816;-0.013689172986187693;-0.00615803674251664;-0.014208008615418563;-0.02063449939738033;-0.009666086771768934;-0.008540258449709334;-0.02643549733920215;-0.02863345359131005;-0.011364946452942325;-0.012495635762438487;-0.018501827420858735;-0.02431258464353336;-0.016437485001508552;-0.007353827828985361;-0.015264853437129024;-0.022115042439148757;-0.013019339991032948;-0.019836425876454625;-0.02242226373433449;-0.012599176866345865;-0.00255365832107103;-0.020966042430832634;-0.018008371727466648;-0.025862392946936277;-0.016568645697036935;-0.012990511142116435;-0.012152873425030231;-0.022021957235850813;-0.01266455803314285;-0.011516079464495512;-0.012946457788333416;-0.015545254353997317;-0.05675799488090392;-0.0031460200235442957;-0.011338018895856686;-0.020835998261778257;-0.010974656726421587;-0.017395478893049727;-0.007910850861815135;-0.026888586859229752;-0.01960914850739309;-0.010401992476690528;-0.013608200395423454;-0.014739447961299145;-0.029511239165207658;-0.00885888004809414;-0.010849355503804458;-0.020228918979140312;-0.02362423434371637;-0.018210659957877687;-0.01067040929094764;-0.02303559763277645;-0.013447083210863202;-0.03471059263326744;-0.011034760210520751;-0.0174947895667786;-0.003611875877083941;-0.009501391078032379;-0.020942539353431835;-0.012608398176904729;-0.01787672084887138;-0.03650136350870611;-0.014244376875024856;-0.008580419837044568;-0.028465880655121144;-0.013426024687741312;-0.007030948188512286;-0.00993242279506489;-0.011819018306096211;-0.007650113413168948;-0.014986207041889188;-0.00768863945681935;-0.009028929322970756;-0.0266824657262129;-0.03480019695454326;-0.01080336717172265;-0.015379407367925457;-0.026605741926483798;-0.017521270111554;-0.023009122276464913;-0.011414575946951451;-0.02109663018344742;-0.015145351832480372;-0.005986948029037502;-0.013999194718488008;-0.005340106989940392;-0.020279177035173755;-0.026879717610422297;-0.01659518957819399;0.008216087186423823;34
C:1_epsilon:0.01_gamma:1_kernel:rbf;0.005300705432891846;0.0009960015616536455;0.0008943581581115723;0.00016324802086410136;1;0.01;1;rbf;-0.006404040267346082;-0.015583471559033222;-0.023431875106399713;-0.014606385774212756;-0.0123126724270311;-0.01084863430731331;-0.015929543081708297;-0.022006447739379296;-0.02367136818727174;-0.02008368892842455;-0.01856861905743882;-0.025026789503187475;-0.012949856903599984;-0.005230048279737137;-0.014067771124828201;-0.022754538539407797;-0.009463613945673655;-0.009291183781314716;-0.027839514530237735;-0.028084853294964927;-0.010072271910807657;-0.012298415726139456;-0.018400445643225585;-0.026177706772441026;-0.016141509980164625;-0.008803967199599512;-0.016804525895654614;-0.021531107151156307;-0.011941480350700466;-0.019734902417436605;-0.023682160140090985;-0.011706803410624215;-0.002365268507855443;-0.022103445744666345;-0.016442465289716393;-0.02735866259507051;-0.014859940131609973;-0.011040439697791251;-0.01232225477814598;-0.022266037751776515;-0.013289622124889275;-0.012547160592562244;-0.013517857130125446;-0.015830798929295658;-0.05633369878763578;-0.0031057428994864474;-0.010072497948263334;-0.021026024832635687;-0.011727062360747689;-0.013154634099343546;-0.00938537313342643;-0.026260390967067487;-0.018774985857002484;-0.011500057810550128;-0.012170806754319016;-0.014242778288919506;-0.030672042178335933;-0.009386198896886536;-0.009843365354006872;-0.02233087820946127;-0.023451837782287484;-0.018735695762211273;-0.009223961988982529;-0.024047101597861276;-0.014472491392515177;-0.03402581291206575;-0.011670822505207266;-0.018888049232187672;-0.0036014471681529185;-0.010470790718340346;-0.021726017724780652;-0.01091341898593391;-0.017831840615058672;-0.036402872442286606;-0.012992360805600227;-0.00980488490133639;-0.02720251022500632;-0.01353229056566339;-0.007533267931772954;-0.01086965906967281;-0.011728231259466149;-0.0076589413487028295;-0.014262210607712328;-0.007908414754611903;-0.008958262519779929;-0.026565567239646527;-0.03633173861578327;-0.009838440565880733;-0.01491070372107171;-0.026558903243162065;-0.01831128579196214;-0.024162974124930296;-0.011524714846044145;-0.02087182372044451;-0.015775567529938236;-0.005852834187500303;-0.013555524442008457;-0.004677060137569064;-0.018094859730109075;-0.02823116727023415;-0.016625570645716264;0.008349851471445029;35
C:50_epsilon:0.01_gamma:0.1_kernel:rbf;0.008700919151306153;0.0010695572928253049;0.001025400161743164;0.00047307440992589036;50;0.01;0.1;rbf;-0.005442158836705939;-0.015456687778872246;-0.024369269760220875;-0.015008685122758637;-0.013394929756826983;-0.010836218406540922;-0.016436018032323377;-0.02403467482713555;-0.02493985224244583;-0.020764989010315045;-0.017593218436251067;-0.022892911724711456;-0.014275882011629002;-0.0057199855709592256;-0.015076485884780916;-0.022395044964668855;-0.00938505400806225;-0.008661702641084274;-0.028621944526558862;-0.03030838877228284;-0.010381962305956319;-0.012932162308700012;-0.019432146332828217;-0.02592050647733751;-0.017140798684246047;-0.00782134353109563;-0.01664743603725276;-0.02293385145633928;-0.012699747804170974;-0.020453852526485957;-0.024143394097822412;-0.01358630035482296;-0.002233811161838772;-0.023366484725117254;-0.017358189394997763;-0.028189060205537016;-0.014955481579503759;-0.011470617290847666;-0.011580717832114095;-0.022611804862863637;-0.01333060870478348;-0.012340159939158428;-0.013952196914538908;-0.016853565213668462;-0.06000750608816369;-0.0031749896978554865;-0.010902566435639619;-0.021311364067716315;-0.011796700105956926;-0.01593975606443229;-0.00824724320375177;-0.026817406236345005;-0.02014863015222777;-0.010852996745195825;-0.01386636023141839;-0.014090531790666576;-0.030769147514304814;-0.010809730642583662;-0.009361270655591327;-0.022248346844737508;-0.0247333122718444;-0.01979985587148674;-0.009920344462922817;-0.021807583268537323;-0.015078753799104288;-0.03615295681627994;-0.011162827185527519;-0.01902458184843445;-0.0034450515447730415;-0.010536773575105856;-0.021854409406249914;-0.0112586720303329;-0.01949869408697175;-0.03704952488529436;-0.012934075166825501;-0.009938557020734587;-0.030133596281481732;-0.014298427866504778;-0.007432947687742595;-0.010211865533892884;-0.012613401856203939;-0.00716058950204754;-0.01355169622574113;-0.007647467935562708;-0.009145344381995874;-0.02744889971062314;-0.03813070056684278;-0.00985801541611075;-0.01670260055045173;-0.028656014148405785;-0.018109531619291196;-0.024586963272732642;-0.011888197972466286;-0.02218797017017481;-0.016288215502252214;-0.006101933637193293;-0.013445855441468035;-0.0050081275061468035;-0.02024165890686501;-0.028637230087323575;-0.017119780735536952;0.008803404250691224;36
